#OTU ID	CT21	CT25	CT27	CT29	CT34	CT39	CT44	CT48	PD103	PD11	PD117	PD12	PD125	PD126	PD129	PD13	PD135	PD138	PD139	PD14	PD140	PD143	PD144	PD147	PD148	PD149	PD15	PD150	PD151	PD152	PD155	PD156	PD159	PD163	PD164	PD167	PD168	PD170	PD175	PD176	PD178	PD179	PD180	PD181	PD182	PD185	PD186	PD187	PD188	PD189	PD192	PD193	PD194	PD195	PD197	PD199	PD2	PD209	PD210	PD211	PD218	PD220	PD225	PD227	PD228	PD229	PD231	PD233	PD236	PD238	PD239	PD241	PD243	PD244	PD249	PD250	PD253	PD254	PD255	PD26	PD27	PD35	PD36	PD4	PD42	PD43	PD44	PD5	PD52	PD53	PD58	PD59	PD65	PD74	PD75	PD77	PD8	PD84	PD91	PV1	PV10	PV100	PV101	PV103	PV104	PV105	PV106	PV107	PV108	PV109	PV11	PV110	PV112	PV113	PV114	PV116	PV119	PV12	PV120	PV13	PV139	PV14	PV141	PV147	PV149	PV15	PV151	PV156	PV157	PV159	PV16	PV160	PV161	PV18	PV19	PV20	PV24	PV25	PV27	PV29	PV3	PV30	PV32	PV33	PV34	PV35	PV38	PV40	PV41	PV43	PV47	PV49	PV5	PV50	PV52	PV56	PV59	PV6	PV63	PV64	PV65	PV67	PV68	PV73	PV75	PV76	PV77	PV78	PV81	PV82	PV84	PV85	PV89	PV9	PV90	PV91	PV92	PV93	PV94	PV95	PV96	PV97	PV99
g__Mediterraneibacter	764	217	420	744	239	491	134	585	390	358	275	7	90	146	4	4304	458	377	78	615	0	149	785	0	0	266	788	181	0	0	361	36	0	79	310	0	0	353	0	240	707	123	423	259	112	0	2140	0	0	65	309	0	0	50	210	166	1447	38	0	94	193	1208	0	759	92	171	0	19	0	0	6	164	340	578	91	239	184	0	14	138	0	0	0	0	46	0	0	0	0	0	3619	0	452	2288	562	0	862	43	0	0	347	0	141	222	11	275	0	181	221	316	463	635	0	832	5	134	1081	635	0	865	231	345	0	2280	0	1835	42	148	144	38	0	214	1276	132	0	476	931	673	295	0	0	62	17	1864	1747	427	312	640	217	1257	0	284	493	216	448	381	184	1519	436	1110	232	387	608	160	163	433	39	360	0	138	348	81	87	0	378	0	192	0	84	18	364	117	91
g__Megamonas	0	0	6	0	0	0	0	0	0	824	0	5	0	0	518	5	0	8	35	10928	0	0	0	0	1692	0	0	0	6035	3	0	0	0	6249	5	0	0	0	9	0	5	0	3	0	0	0	0	0	0	3	5	0	0	1346	0	0	0	0	694	0	0	0	0	0	0	0	1667	0	0	0	0	0	0	0	0	0	0	4	0	0	0	94	0	0	0	0	0	0	4	435	0	0	4595	0	49	12800	0	0	0	0	0	9	0	0	7798	0	30	0	0	4	0	2609	5	0	0	0	9	3	0	0	0	0	0	0	12662	0	3862	0	975	737	3	0	9	0	0	0	0	0	0	0	0	0	0	0	1552	0	0	341	0	0	0	0	0	0	0	0	0	4	0	0	4	3	0	0	8678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513	0	0
g__Merdibacter	0	0	0	0	24	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31	0	0	0	0	0	0	0	13	0	89	0	26	0	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
g__Merdimmobilis	0	0	0	0	0	14	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	0	19	0	0	0	0	0	48	0	0	0	0	0	0	0	37	57	0	0	0	0	0	0	0	39	0	0	0	31	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	23	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	11	54	0	0	16	0	8	0	0	0	12	0	0	0	0	0	14	0	0	3	23	0	0	12	9	0	18	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0
g__Merdimonas	0	0	8	0	317	0	0	0	408	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	41	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	141	0	0	0	0	18	0	0	0	0	0	0	0	0	21	0	39	0	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	25	0	0	0	27	77	0	0	25	0	71	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Merdivicinus	0	0	6	0	40	0	0	0	125	0	18	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	14	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	12	10	0	0	0	32	25	0	0	0	6	288	0	9	0	31	0	0	0	0	14	0	0	0	170	0	0	15	0	4	8	0	0	55	0	0	0	0	21	11	0	0	0	0	0	17	42	0	0	16	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
g__Muricomes	0	0	0	0	10	18	0	0	66	0	0	0	29	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0	0	8	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	19	0	0	96	0	0	0	10	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	6	0	0	36	9	0	0	0	5	0	0	0	6	0	0	5	0	0	0	0	0	0	7	0	0	0	0	29	0	0	18	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Murimonas	24	11	0	6	0	0	0	35	0	0	7	0	0	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	45	0	0	0	0	64	104	0	26	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	47	0	39	1038	0	0	0	0	0	0	17	0	10	0	0	0	0	0	7	0	0	0	0	0	0	19	0	0	0	10	0	0	0	0	0	41	0	0	14	0	0	29	61	0	0	0	0	0	0	0	0	0	4	0	26	39	0	0	22	105	0	0	35	0	41	14	36	9	0	0	12	0	0	17	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Nanosynbacter	0	6	0	0	0	0	123	0	0	0	0	42	0	2	10	0	0	0	0	0	21	12	0	2	0	56	0	0	0	0	3	0	0	51	0	0	0	2	5	0	0	249	0	0	38	0	0	0	3	7	0	0	0	0	19	0	0	0	0	0	2	0	401	0	3	42	180	0	0	25	849	150	2	0	0	0	0	242	10	0	0	0	409	0	18	0	10	0	0	0	28	0	0	17	307	13	0	0	78	0	30	0	0	0	8	0	8	0	0	4	3	9	0	0	0	4	406	14	233	0	102	0	7	6	3	0	0	0	0	0	206	0	0	0	1266	0	0	0	0	0	143	0	0	13	0	0	0	17	0	0	0	0	0	0	0	16	0	0	0	0	0	0	10	0	0	77	0	0	0	0	10	3	62	605	0	0	0	0	0	0	0	0	1799
g__Negativibacillus	0	0	148	0	191	0	0	0	221	54	0	0	0	0	0	0	133	0	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	0	16	47	145	0	0	41	198	0	0	12	0	372	0	0	0	0	53	0	0	0	0	0	0	0	0	18	34	0	0	0	0	14	0	188	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	719	0	0	48	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	162	0	0	0	19	0	0	0	160	0	595	0	80	0	20	0	0	0	0	20	0	0	12	72	0	0	2	0	0	0	0	0	0	0	0	0	0	0	128	34	0	20	0	0	16	3	0	0	99	0	0	0	0	32	0	0	0	0	0	22	0	0	0	3	0	0	0	10	0	0
g__Odoribacter	103	121	265	293	431	0	0	298	0	93	5	0	856	86	457	0	347	0	0	272	0	101	370	0	146	1098	0	489	0	0	0	302	0	0	0	0	1624	0	9	163	698	3	240	1207	449	79	313	0	367	0	128	63	0	143	89	71	348	0	0	0	0	0	1948	180	282	0	0	0	0	0	0	0	0	819	0	635	0	0	0	288	0	0	0	4	3	4	4	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	68	52	0	0	0	0	0	478	0	0	0	5	7	76	1265	699	1221	200	106	0	0	229	0	118	130	0	0	78	49	0	0	264	0	0	724	0	0	0	0	0	1239	267	0	934	0	443	0	27	308	33	284	0	0	95	0	0	296	337	3	123	322	0	27	740	0	450	0	0	0	0	0	0	539	1217	3	0	0	0	0
g__Oliverpabstia	0	71	0	28	182	0	117	138	0	114	9	0	0	88	0	0	0	0	0	0	75	190	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	6	0	77	0	0	0	0	0	0	565	0	87	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	1798	0	961	0	241	0	0	0	0	0	0	84	159	0	0	0	0	0	0	0	0	72	0	0	0	104	0	146	0	122	200	0	116	93	0	0	514	65	104	82	0	36	0	0	66	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	139	0	0	40	0	239	0	0	0	133	0	63	0	0	85	0	0	0	0	0	204	0	0	0	141	120	0	0	0	0	0
g__Onthenecus	46	0	0	26	0	0	0	0	0	0	0	0	0	59	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	36	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	27	0	0	0	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	77	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	0	0	0	0	0
g__Otoolea	222	108	6	79	310	110	36	82	23	83	237	0	0	0	48	0	356	191	0	125	0	169	22	44	0	112	492	34	0	0	60	18	108	96	269	24	84	324	100	29	27	7	29	5	0	110	148	109	73	27	0	185	0	36	20	64	0	0	48	0	154	317	0	19	68	7	1125	273	48	131	0	83	7	233	13	17	211	171	83	17	0	6	0	92	161	248	0	69	0	0	0	0	237	267	50	36	667	14	0	9	12	369	74	469	47	96	84	105	117	275	148	576	74	212	115	10	11	320	269	368	359	125	490	392	222	110	372	160	51	75	100	0	188	41	77	365	549	18	62	680	121	109	204	365	108	194	450	0	43	254	336	14	74	68	114	173	60	140	0	56	154	83	0	63	5	115	19	21	328	123	99	155	251	0	235	124	21	114	100	0	178	46	98
g__Parabacteroides	481	106	2	0	394	264	97	230	292	0	488	5	1141	0	24	2	156	0	168	67	0	111	145	199	98	0	521	7	0	0	0	35	0	116	291	6	134	250	2	183	0	308	461	69	0	2423	84	308	68	0	309	278	0	40	75	35	0	15	0	313	258	0	0	0	471	21	250	4548	0	43	0	0	156	18	76	41	4	167	131	0	0	684	0	833	0	0	0	92	84	0	29	9	0	0	336	44	0	131	360	83	1225	2173	46	2650	1172	218	373	198	0	27	511	400	389	719	4890	1109	0	660	0	568	0	734	0	465	1766	478	301	122	23	113	0	213	0	0	133	202	275	86	568	3587	0	0	597	895	22	482	211	279	737	9	563	33	303	76	126	102	31	50	171	3989	177	456	75	17	59	1425	169	368	6	381	0	0	51	0	95	0	83	32	4	4	25	54	27
g__Paraprevotella	0	0	0	0	0	0	22	0	0	38	0	0	0	95	0	0	423	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	48	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	187	0	0	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	166	0	184	0	137	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	27	0	0	0	0	114
g__Pararoseburia	0	19	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
g__Parasutterella	0	22	73	158	0	155	0	355	0	0	7	0	0	0	0	4201	0	85	0	0	0	249	0	0	137	0	0	0	0	0	0	0	354	0	0	0	0	0	854	0	0	556	230	0	18	0	0	0	259	341	0	233	0	0	12	0	1267	0	318	0	0	0	0	0	0	0	0	0	768	0	0	0	0	3	0	0	0	0	2	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	105	0	0	0	0	0	225	0	0	16	0	10	0	0	0	0	0	0	0	0	0	0	0	500	774	394	0	370	19	0	0	20	0	0	0	0	177	0	0	0	0	15	64	70	27	0	0	0	0	0	0	764	53	222	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0
g__Pauljensenia	0	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	14	0	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pediococcus	0	0	0	0	0	320	0	0	0	0	0	48	0	0	0	11	0	0	6	0	3	0	0	301	0	0	0	0	0	0	28	2	0	0	0	0	0	0	1023	0	0	0	0	0	29	0	0	3286	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	14	0	0	0	11	0	380	0	0	0	0	0	3950	0	0	0	16	784	0	0	5532	0	0	4	101	0	0	2	0	41	12	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	203	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	6754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	17	0	0	0	0	0	0	5	0	97	0	11	0	0	0	7	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	58	1870	0	0	0	0	3	0	0	2	0	0	0	685	2	25	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
g__Phascolarctobacterium	491	678	0	0	801	0	0	0	779	0	10	3	15	762	4	4	0	3	0	76	3146	0	948	0	0	0	579	0	0	0	0	76	188	0	782	0	0	0	5	0	0	0	0	0	82	0	1176	0	4	550	0	1559	0	0	0	135	0	0	0	673	0	0	0	0	624	0	429	0	3	0	0	0	976	210	200	1792	0	180	4	0	0	0	0	1687	0	3	0	573	0	0	0	8	0	0	3	71	0	0	1971	0	0	0	0	0	0	1314	1774	451	0	2	323	0	770	0	3	1460	7	0	0	0	691	0	0	3	0	0	0	445	101	0	0	278	678	0	0	0	0	0	0	1674	0	0	1738	950	121	0	0	694	1374	0	0	0	1583	0	22	0	849	6	173	4	787	3	0	37	0	2070	0	0	0	0	0	0	0	0	21	0	388	0	0	3	80	0	13
g__Phocaeicola	8440	2695	18	6436	3546	1445	217	6228	662	2512	351	38	5473	2504	5137	27	3829	25	4260	4959	17161	10265	2465	7625	3015	3681	8655	4685	0	4320	32237	4647	6512	17078	2014	5	4574	7050	8464	2345	12748	8319	8275	2780	7044	14	3711	9	2609	2430	2088	6661	11	1552	3748	2781	2779	4994	4428	1422	2872	5	3	13340	9402	7291	14325	0	26	10696	28	2722	13318	8955	66	11027	8001	1224	4	12587	13	1518	11	3943	3	19	9339	3947	15554	71	17544	60	11005	37	14830	1958	8	597	9726	20644	8078	33	2702	7794	8783	726	1668	3430	4010	13582	2568	12401	2269	13202	10293	5911	5120	4230	44619	8662	5705	4200	12408	15277	1655	4972	12019	744	4956	1846	12	4255	8558	6569	6013	3499	6138	9463	4071	8051	41	2790	1844	0	9549	1497	11964	2403	8816	1426	2107	4615	885	122	5000	5770	4503	5246	2433	14216	6836	3932	3688	4873	4089	5684	3960	5324	4180	6176	2500	0	2897	10677	4098	27615	4455	3597	11445	42	3120	4815	4330
g__Prevotella	6	0	0	0	0	0	0	0	7	0	53	0	0	8	9	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	375	0	0	0	0	0	11	0	0	14	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	29	0	0	0	4	0	6	0	0	11	0	13	32	0	0	15	10	17	0	0	199	0	34	6	20	17	0	0	7	8	0	0	4	0	0	0	0	0	0	128	0	0	17	0	14	0	0	0	8	0	3	0	0	0	9	12	0	0	13	0	10	2	0	0	11	0	4	0	0	4	0	0	0	0	0	0	4	5	0	0	0	0	0	0	6	0	0	0	2	0	6	0	0	20	9	23	11	16	0	4	0	0	0	14	0	0	0	15	0	21	3	0	30	35
g__Pseudobutyricicoccus	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	84	74	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
g__Pseudoflavonifractor_A	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	178	0	0	0	0	9	5	0	0	0	0	7	0	0	35	0	0	0	0	0	115	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	22	0	0	0	14	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	4	0	0	0	66	4	0	8	0	0	22	0	0	0	26	0	0	0	0	0	0	47	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoscilispira	4	0	27	0	13	0	0	0	0	7	6	0	4	5	0	0	11	0	0	0	0	0	7	0	0	0	22	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	55	0	0	0	16	0	0	0	0	0	33	42	0	0	0	0	5	0	0	26	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	21	0	0	0	13	0	0	7	0	0	0	8	0	0	0	22	3	55	7	7	12	23	3	0	0	5	5	5	0	0	0	0	9	12	4	8	0	13	22	12	6	18	0	0	0	15	11	6	9	30	0	8	6	49	5	0	0	0	0	0	0	0	0	0	0	0	6	10	2	0	0	0	9	0	0	0	0	0	0	0	0	9	0
g__Roseburia	127	712	290	792	0	40	290	262	51	102	42	134	0	1164	71	19	0	11	0	0	0	87	182	150	386	9	867	96	0	0	0	1621	0	0	8	0	441	0	0	241	73	184	203	270	0	89	50	0	48	799	115	0	0	28	49	22	179	0	0	0	42	128	56	0	99	0	873	878	0	31	343	244	751	291	0	0	450	0	0	97	4212	0	0	0	1997	0	0	368	341	1130	606	295	351	0	1352	0	0	9	0	0	0	84	119	97	628	149	73	186	226	263	13	539	803	178	3287	0	93	1376	0	1189	26	280	503	172	0	216	182	97	521	0	0	14	68	0	571	0	0	32	0	0	15	20	351	0	0	0	351	114	1571	787	0	125	20	0	522	15	495	28	833	0	1472	0	72	61	0	572	0	0	0	64	774	0	607	0	30	0	0	481	790	0	13	259	0
g__Roseburia_D	0	0	0	0	40	0	5	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	21	0	6	0	28	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rothia	0	0	3	0	0	2	0	0	0	0	0	0	0	0	37	0	0	3	8	0	0	0	0	0	21	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	6	0	0	0	21	0	0	0	0	0	21	0	0	12	0	15	0	0	0	13	0	8	3	0	0	0	12	25	0	3	0	0	0	0	0	40	21	0	0	0	39	5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	2	0	17	0	0	13	32	6	4	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
g__Ruminiclostridium_E	0	0	0	0	51	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	73	0	0	275	0	0	0	47	0	161	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ruminococcus_B	0	41	172	12	54	104	0	116	67	12	721	1188	111	0	2340	2983	352	3685	105	97	671	17	32	475	113	349	4553	0	552	7177	5271	36	1326	9118	37	1004	1275	223	1587	81	120	40	20	127	21	17	175	878	9	109	0	84	2159	12	72	34	11	103	141	385	84	148	199	464	531	323	1229	201	4056	169	2029	347	143	214	305	77	1020	205	3549	65	20	0	5	2169	496	18279	17520	26	1197	38	110	222	332	3667	175	1078	290	965	11192	993	692	1036	0	2086	221	865	46	528	509	293	433	1955	100	298	139	56	1675	399	5625	349	5583	289	0	1031	304	97	1799	0	53	162	1063	66	282	435	148	174	1367	1405	348	833	947	430	407	2914	305	36	197	218	71	412	1621	82	153	37	41	150	18	0	203	826	21	58	391	73	377	1752	35	227	694	74	1346	1515	24	1509	387	5916	258	79	163	11	215	132	603
g__Ruminococcus_C	0	0	18	5	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	42	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	27	0	9	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	53	0	3	20	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	30	0	363	0	10	10	0	0	0	0	34	0	318	0	0	0	0	0	0	0	0	42	0	0	37	0	18	0	0	0	45	0	8	598	0	0	38	72	0	3	0	6	0	334	44	7	33	0	0	0	0	0	0	0	0	0	0	29	0	0	0	8	0	0	4	0	0	0
g__Ruminococcus_E	278	523	0	407	617	0	0	0	1078	0	0	0	0	0	40	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	1115	0	112	0	0	0	0	768	0	0	0	0	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	3	2	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	196	0	0	0	0	1321	0	0	3	0	0	0	0	0	492	910	0	0	0	0	0	1943	0	0	0	0	0	253	0	141	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	4	19	0	0	0	0	0	0	251	0
