#OTU ID	CT43	CT46	CT5	CT50	CT51	CT55	CT56	PD10	PD104	PD110	PD114	PD115	PD116	PD119	PD121	PD123	PD124	PD130	PD132	PD133	PD136	PD142	PD145	PD153	PD154	PD162	PD17	PD171	PD173	PD18	PD183	PD19	PD20	PD201	PD202	PD203	PD206	PD21	PD216	PD226	PD23	PD230	PD237	PD242	PD245	PD247	PD248	PD25	PD251	PD252	PD257	PD258	PD259	PD260	PD261	PD28	PD29	PD3	PD30	PD32	PD37	PD38	PD41	PD46	PD47	PD48	PD50	PD54	PD55	PD60	PD67	PD68	PD69	PD7	PD81	PD82	PD83	PD85	PD88	PD9	PD90	PD92	PD95	PD96	PD97	PV126	PV128	PV129	PV130	PV137	PV143	PV153	PV4	PV44	PV45
g__Rothia	0	0	5	0	0	0	2	4	59	0	37	0	9	0	0	0	0	0	364	29	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	15	0	151	0	0	273	0	0	0	0	9	0	264	17	7	0	3910	140	9	80	4014	0	0	1135	0	0	0	11	0	0	0	0	7	0	0	57	0	0	8	0	377	0	0	0	0	0	0	0	39	0	8	5	0
g__Ruminiclostridium_E	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ruminococcus_B	0	33	802	3867	10	0	1569	5	1689	25695	3125	4740	491	42	1460	4511	34	108	9	16	467	16774	942	4431	6541	34	2490	1741	405	7	0	3150	19	229	8	1111	578	116	640	14487	5092	3666	45	4454	239	25447	1004	14	441	359	830	1501	10824	2975	51	4268	8230	4410	67	7	838	869	4	0	111	0	0	643	0	6608	28468	9505	0	23	279	0	15297	18	200	19	0	306	10	33380	852	599	15	280	731	2699	117	103	7856	3794	7439
g__Ruminococcus_C	366	94	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	4	0	0	616	0	4	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0
g__Ruminococcus_E	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2672	0	0	0	0	0	0	0
g__Ruthenibacterium	4	64	67	0	0	0	56	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	38	0	38	0	0	0	36	61	0	146	4	0	0	0	0	11	0	0	0	0	0	0	0	0	136	0	3	0	0	0	164	0	14	269	0	0	13	91	0	0	0	0	1589	0	0	15	0	320	0	0	0	7	0	0	0	0	0	8	4	0	0	50	9	46	0	88	0	9
g__Sarcina	2303	197	0	0	0	247	0	0	958	0	0	105	0	0	460	104	3800	126	0	3	0	366	89	103	0	41	0	0	0	102	0	7	0	13	37	0	0	0	0	0	0	0	209	0	76	21	0	1185	0	3	0	127	0	156	0	0	8	126	12	0	0	0	0	0	0	0	0	12	254	82	1462	39	10	0	2650	4362	323	1600	0	0	0	6	0	0	0	0	0	150	0	0	0	0	0	3	0
g__Schaedlerella	34	44	50	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	48	37	64	60	187	37	0	0	0	135
g__Sellimonas	0	68	0	47	61	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	11	41	1043	0	0	0	0	0	69	1434	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	35	0	0	0	0	0	0	111	0	0	111	24	0	50	0	0	0	0	326	127	207
g__Streptococcus	60	128	136	1027	73	25	59	80	8266	678	5810	663	3515	1436	10468	517	49	0	736	4390	10	22	377	4134	454	5135	442	83	65	1281	340	674	727	105	106	58	56	1414	169	2870	12138	101	100	368	5248	556	58	30955	372	1338	310	77	249	595	189	382	272	226	46118	214	6094	8174	18394	335	90	31505	928	91	1901	1230	331	1526	178	78	587	205	1052	7874	196	160	1845	26375	9580	191	1827	329	252	86	405	68	63	67	455	246	1223
g__Sutterella	0	0	0	0	0	0	0	0	10	1215	12	345	0	0	3	0	0	0	2	0	89	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	149	0	0	13	0	0	0	0	0	4	0	0	4	0	0	0	26	0	0	0	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	3	0	641	0	16	0	0	0	0	0	66	29	1185	0	0
g__Terrisporobacter	0	0	0	21	0	0	0	0	118	0	0	14	0	424	0	0	0	0	31	0	0	0	0	1585	25	0	5	0	0	0	0	0	45	220	0	0	0	0	7	0	9	0	0	0	315	0	0	36	0	44	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	6	0	0	45	0	0	0	0	0	0	51	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Thomasclavelia	0	0	43	75	7	419	610	0	0	293	128	290	0	533	328	1133	39	22	0	0	236	3055	0	120	329	0	777	342	0	52	0	2668	3	0	0	0	5	96	0	20	133	223	75	147	9	0	0	3	1100	201	13	0	1038	1216	0	397	216	321	7	884	0	49	0	7	18	0	0	49	5948	689	3420	849	0	16	1068	0	750	0	0	0	0	0	0	0	32	13	0	185	110	838	5	0	394	112	180
g__Turicibacter	0	0	6	0	0	0	0	0	1699	6	0	142	0	94	0	207	0	0	0	0	0	10	80	2152	3	0	27	4	0	0	0	4	36	121	0	0	0	0	0	0	0	0	0	0	1574	0	4	0	0	18	0	0	0	0	0	0	133	0	0	0	11	3	0	117	0	0	0	227	0	174	0	164	0	50	58	60	0	1051	74	9	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Tyzzerella	0	0	216	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	125	37	56	0	0	0	0	735
g__UBA3402	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	90	0	0	0	0
g__URXU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	15	0	0	0	0	7	0
g__Veillonella	125	13	0	6	0	912	0	0	20925	2276	533	122	421	0	1262	2793	1412	9	46	7	1166	25	725	128	8	870	607	43	0	0	2238	899	13	0	0	0	0	21	21	70	16	624	9	374	429	94	778	17057	7	56	41	97	0	210	0	382	57	104	36	2365	34	59	0	0	0	1587	0	34	1131	71	87	560	5	0	400	506	438	3524	11	23	719	195	0	5	4	41	0	15	0	0	393	151	85	62	133
g__Vescimonas	0	36	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	22	0	0	0	77	51	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	0	0	0	0	0	0	0	0	0
g__Weissella	0	3	0	3	7	17	6	30	216	0	46	0	0	11	4	0	0	0	404	7	0	0	26	0	0	8	0	0	0	0	10	0	208	60	0	46	26	0	0	734	842	0	0	14	74	132	0	0	0	22	0	0	18	0	0	28	0	0	0	10	29	343	1116	0	0	4	0	0	41	0	0	0	9	21	6	0	18	0	13	3	0	0	416	0	0	1733	70	123	528	49	123	0	99	0	0
g__Wujia	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
