	statistic	p-value	adjusted-p
lipid IVA biosynthesis	0.2684731058415082	0.8743832022370027	0.9741300712413952
phospholipases	0.21794871794918436	0.8967534108804401	0.9741300712413952
vanillin and vanillate degradation II	0.21794871794918436	0.8967534108804401	0.9741300712413952
adenosine ribonucleotides de novo biosynthesis	0.3092404087140608	0.8567405020111034	0.9741300712413952
nicotinate degradation I	0.21794871794918436	0.8967534108804401	0.9741300712413952
superpathway of pyrimidine deoxyribonucleosides degradation	0.5634528629265105	0.7544800583086706	0.9741300712413952
D-glucarate degradation I	0.5955473530498518	0.7424693589791693	0.9741300712413952
glycolysis I (from glucose 6-phosphate)	0.5521047811837434	0.7587731771440458	0.9741300712413952
glucose and glucose-1-phosphate degradation	0.45253181029499956	0.7975060125152356	0.9741300712413952
heme biosynthesis I (aerobic)	0.43125747059957575	0.8060344984859136	0.9741300712413952
glycogen degradation II (eukaryotic)	0.21794871794918436	0.8967534108804401	0.9741300712413952
superpathway of demethylmenaquinol-8 biosynthesis	0.3846235781762175	0.825049586926622	0.9741300712413952
superpathway of menaquinol-12 biosynthesis	0.48345286292652645	0.7852709736009593	0.9741300712413952
superpathway of menaquinol-13 biosynthesis	0.48345286292652645	0.7852709736009593	0.9741300712413952
superpathway of menaquinol-11 biosynthesis	0.48345286292652645	0.7852709736009593	0.9741300712413952
superpathway of phylloquinol biosynthesis	0.41253277424334556	0.8136163105052951	0.9741300712413952
biotin biosynthesis II	0.3290876783751358	0.8482805681982437	0.9741300712413952
syringate degradation	0.21794871794918436	0.8967534108804401	0.9741300712413952
superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.29170618854828945	0.8642846622245591	0.9741300712413952
superpathway of vanillin and vanillate degradation	0.21794871794918436	0.8967534108804401	0.9741300712413952
UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.2910102178523175	0.864585472959331	0.9741300712413952
peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.2171886446886333	0.8970942747911828	0.9741300712413952
5-aminoimidazole ribonucleotide biosynthesis II	0.29170618854828945	0.8642846622245591	0.9741300712413952
inosine-5'-phosphate biosynthesis I	0.328558415268958	0.8485050797075656	0.9741300712413952
5-aminoimidazole ribonucleotide biosynthesis I	0.28122614227879694	0.8688254202983532	0.9741300712413952
2-methylcitrate cycle II	0.3636455385294785	0.8337490932869998	0.9741300712413952
superpathway of adenosine nucleotides de novo biosynthesis II	0.2924619240408788	0.8639581386223413	0.9741300712413952
urate biosynthesis/inosine 5'-phosphate degradation	0.5676209755156947	0.7529093167194718	0.9741300712413952
ethylmalonyl-CoA pathway	0.21794871794918436	0.8967534108804401	0.9741300712413952
superpathway of menaquinol-8 biosynthesis I	0.2477019471756421	0.8835114976209508	0.9741300712413952
adenosine nucleotides degradation II	0.5177019471756239	0.7719380536307568	0.9741300712413952
tRNA charging	0.39496240601505406	0.8207955689708528	0.9741300712413952
teichoic acid (poly-glycerol) biosynthesis	0.6149011952959427	0.7353191931481416	0.9741300712413952
superpathway of thiamin diphosphate biosynthesis I	0.5896047811837093	0.7446787284499965	0.9741300712413952
allantoin degradation IV (anaerobic)	0.44017499721667597	0.8024485817564466	0.9741300712413952
1,4-dihydroxy-2-naphthoate biosynthesis I	0.4273101021785237	0.8076269270072964	0.9741300712413952
coenzyme A biosynthesis I	0.4068907846539105	0.815914758312522	0.9741300712413952
aspartate superpathway	0.2673742047426231	0.8748637645784265	0.9741300712413952
galactose degradation I (Leloir pathway)	0.24551185656451935	0.8844795126522572	0.9741300712413952
superpathway of phospholipid biosynthesis I (bacteria)	0.21732600732599394	0.8970326632892134	0.9741300712413952
pyruvate fermentation to acetone	0.4221067090803672	0.8097308629108595	0.9741300712413952
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.2525486793907703	0.8813730180080355	0.9741300712413952
UMP biosynthesis	0.5295932138037074	0.76736201024119	0.9741300712413952
superpathway of menaquinol-7 biosynthesis	0.524911798727544	0.7691602840785138	0.9741300712413952
superpathway of bacteriochlorophyll a biosynthesis	0.21794871794918436	0.8967534108804401	0.9741300712413952
CDP-diacylglycerol biosynthesis I	0.4496471949103693	0.7986570914772302	0.9741300712413952
L-rhamnose degradation II	0.21794871794918436	0.8967534108804401	0.9741300712413952
superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.38766483516479866	0.8237959464178456	0.9741300712413952
methyl ketone biosynthesis	0.3720283249473204	0.8302618363372789	0.9741300712413952
ergothioneine biosynthesis I (bacteria)	0.21794871794918436	0.8967534108804401	0.9741300712413952
vanillin and vanillate degradation I	0.21794871794918436	0.8967534108804401	0.9741300712413952
guanosine ribonucleotides de novo biosynthesis	0.3606072874493975	0.8350166253550049	0.9741300712413952
methylaspartate cycle	0.21794871794918436	0.8967534108804401	0.9741300712413952
ectoine biosynthesis	0.4405346426623256	0.8023042962408442	0.9741300712413952
tRNA processing	0.5993502988239356	0.7410589150090614	0.9741300712413952
heparin degradation	0.21794871794918436	0.8967534108804401	0.9741300712413952
peptidoglycan maturation (meso-diaminopimelate containing)	0.22789280894539843	0.8923057781995618	0.9741300712413952
pyruvate fermentation to acetate and lactate II	0.19285569693465732	0.908075414269078	0.978852567292045
incomplete reductive TCA cycle	0.1909644303065079	0.9089345267711846	0.978852567292045
adenosylcobalamin biosynthesis I (early cobalt insertion)	0.19243777685413638	0.9082651855708221	0.978852567292045
NAD salvage pathway II	0.17524580682470514	0.9161062721446633	0.9838730374813919
superpathay of heme biosynthesis from glutamate	0.14830200501251056	0.928531472675169	0.9859039768494966
superpathway of heme biosynthesis from uroporphyrinogen-III	0.15130374011948788	0.9271389151990106	0.9859039768494966
ppGpp biosynthesis	0.14391029967289978	0.930572631209984	0.9859039768494966
catechol degradation I (meta-cleavage pathway)	0.15622211903897718	0.9248617061429281	0.9859039768494966
peptidoglycan biosynthesis III (mycobacteria)	0.14494505494502619	0.9300912982680503	0.9859039768494966
S-adenosyl-L-methionine cycle I	0.13808945440524667	0.933284935920225	0.9861123851232566
palmitate biosynthesis II (bacteria and plants)	0.129606709080349	0.9372517515587501	0.9876416306748118
Kdo transfer to lipid IVA III (Chlamydia)	0.12356516290725494	0.9400872569782249	0.9879737392371694
phosphatidylglycerol biosynthesis II (non-plastidic)	0.08176065162905388	0.9599440035906864	1.0
glycine betaine degradation I	0.0	1.0	1.0
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.026321573163670564	0.98692543789476	1.0
2-aminophenol degradation	0.0	1.0	1.0
stearate biosynthesis II (bacteria and plants)	0.033400809716624735	0.9834382738329499	1.0
sucrose degradation IV (sucrose phosphorylase)	0.03822681704258457	0.9810680944516886	1.0
phosphatidylglycerol biosynthesis I (plastidic)	0.08176065162905388	0.9599440035906864	1.0
superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis	0.0	1.0	1.0
L-tryptophan degradation IX	0.0	1.0	1.0
mycolate biosynthesis	0.02661075766337717	0.986782746441545	1.0
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.06590900327739746	0.9675825820094555	1.0
2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0.0	1.0	1.0
acetylene degradation	0.04243927125503433	0.9790039168146385	1.0
superpathway of glucose and xylose degradation	0.0599575862733559	0.9704661138725209	1.0
starch degradation III	0.0	1.0	1.0
oleate biosynthesis IV (anaerobic)	0.021740408714094883	0.9891886628218358	1.0
ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.07888615770195884	0.9613246721381935	1.0
superpathway of fatty acid biosynthesis initiation (E. coli)	0.0076209755156924075	0.9961967629381437	1.0
aerobactin biosynthesis	0.02162015546720187	0.9892481411841816	1.0
