#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Odoribacter	0.2248	0.5904	0.8831	0.5594	0.8761	0.5504	0.8521	0.5065	0.7742	0.1658	0.7423	0.2537	0.8521	0.0020	0.7203	0.3167	0.1049	0.9111	0.8691	0.1568	0.2977	0.8921	0.2388	0.5275	0.6513	0.4655	0.1998	0.8651	0.9510	0.0400	0.0020	0.6194	0.3576	0.8941	0.8442	0.3327	0.8561	0.1998	0.7552	0.2458	0.5455	0.3856	0.9500	0.8611	0.0569	0.5824	0.6973	0.9491	0.2038	0.7802	0.2158	0.9690	0.7283	0.4715	0.9820	0.7353	0.3756	0.0759	0.6174	0.9061	0.6134	0.5864	0.8342	0.7782	0.5365	0.8462	0.1459	0.6024	0.7283	0.5774	0.9171	0.8531	0.2797	0.2527	0.7303	0.2448	0.9600	0.9211	0.6643	0.6084	0.0240	0.4306	0.1069	0.6743	0.7473	0.3477	0.9730	0.4545	0.6583	0.1618	0.0899	0.8092	0.6154	0.0460	0.2088	0.3586	0.8072	0.2468	0.2717	0.1149	0.4735	0.3017	0.5395	0.2547	0.9221	0.7493	0.7153	1.0000	0.0480	0.9570	0.8681	0.3107	0.1678	0.2408	0.9850	0.7403	0.7163	0.5075	0.2517	0.4555	0.2378	0.1099	0.2757	0.0939	0.0290	0.8202	0.9910	0.6254	0.8412	0.1329	0.7992	0.0350	0.2957	0.9850	0.4356	0.5874	0.1978	0.6364	0.8891	0.7952	0.0280	0.5844	0.1978	0.0529	0.5964	0.8442	0.3816
g__Oliverpabstia	0.0460	0.1688	0.7892	0.0290	0.2787	0.8651	0.5984	0.4905	0.0629	0.0040	0.0250	0.1329	0.5834	0.0090	0.4655	0.2687	0.0140	0.4476	0.0799	0.0130	0.3816	0.1658	0.4705	0.3606	0.0070	0.2348	0.6434	0.9081	0.2238	0.9211	0.7962	0.0090	0.2288	0.1279	0.0020	0.9710	0.0010	0.1658	0.0010	0.1648	0.0180	0.2887	0.0519	0.5524	0.1479	0.0170	0.0020	0.2567	0.6633	0.4376	0.0090	0.8811	0.1419	0.0020	0.2957	0.0619	0.0020	0.3816	0.1778	0.6533	0.0939	0.8442	0.0939	0.0350	0.5055	0.2797	0.6783	0.4955	0.1878	0.8342	0.0010	0.0470	0.9650	0.2488	0.0210	0.0210	0.0989	0.3367	0.1109	0.0440	0.0390	0.0010	0.2278	0.4825	0.0450	0.1379	0.1888	0.1179	0.9610	0.0230	0.0959	0.3107	0.1309	0.0010	0.5814	0.0080	0.1159	0.0699	0.1828	0.1439	0.6454	0.0010	0.6953	0.8751	0.0020	0.7962	0.0999	0.0480	1.0000	0.0010	0.5694	0.2777	0.1479	0.0430	0.3477	0.1369	0.0300	0.8601	0.1289	0.1568	0.5624	0.7063	0.0020	0.1858	0.0829	0.1079	0.3656	0.8601	0.0030	0.9940	0.5275	0.0010	0.8861	0.6513	0.0010	0.1868	0.5714	0.8402	0.0050	0.5984	0.9251	0.0010	0.8442	0.0959	0.3137	0.9291	0.1229
g__Onthenecus	0.0040	0.1229	0.4416	0.4206	0.8681	0.0420	0.1099	0.4166	0.0460	0.0060	0.0869	0.0979	0.4585	0.8711	0.9271	0.0659	0.2348	0.4985	0.6813	0.0050	0.6244	0.6034	0.0879	0.0500	0.6983	0.6613	0.1628	0.1069	0.1858	0.3487	0.7792	0.0040	0.9780	0.1788	0.0020	0.2408	0.0010	0.0519	0.0060	0.0150	0.2777	0.2108	0.0869	0.0889	0.0170	0.0240	0.0080	0.1928	0.2258	0.2138	0.0559	0.1688	0.3037	0.0010	0.2078	0.0420	0.0010	0.3227	0.0070	0.0759	0.0010	0.0240	0.8162	0.0110	0.0729	0.1648	0.0669	0.4895	0.0140	0.6593	0.0010	0.0170	0.6344	0.5554	0.0020	0.0030	0.0659	0.0040	0.0460	0.0010	0.2857	0.0040	0.0050	0.2148	0.1089	0.2627	0.0060	0.0090	0.2547	0.7762	0.0010	0.4655	0.0719	0.0080	0.9241	0.0020	0.1249	0.8062	0.6234	0.0470	0.3337	0.0040	0.4705	0.4815	0.0020	0.3037	0.2757	0.9570	0.0010	1.0000	0.2917	0.1588	0.0010	0.0430	0.4765	0.1479	0.0300	0.2967	0.1399	0.0619	0.4316	0.2318	0.0130	0.5874	0.5884	0.0020	0.0030	0.8412	0.0010	0.7053	0.9830	0.5824	0.0430	0.4725	0.0010	0.9101	0.5055	0.8721	0.0070	0.4056	0.0859	0.0909	0.5035	0.6993	0.6613	0.2977	0.0649
g__Otoolea	0.1658	0.4266	0.5125	0.5614	0.1528	0.1409	0.8122	0.1948	0.1658	0.5644	0.0639	0.2977	0.0669	0.5355	0.0609	0.7293	0.5065	0.3137	0.9730	0.1279	0.5754	0.6224	0.2188	0.1668	0.0150	0.9201	0.5974	0.8282	0.2647	0.9011	0.9800	0.6913	0.9201	0.6883	0.6613	0.8222	0.1748	0.3417	0.4585	0.1808	0.8352	0.0460	0.2527	0.8751	0.3117	0.0929	0.0959	0.4845	0.0789	0.9251	0.1958	0.6743	0.0629	0.3097	0.0460	0.2198	0.6434	0.5504	0.0260	0.0829	0.1818	0.2507	0.6943	0.8412	0.3197	0.7013	0.3656	0.4585	0.3477	0.4116	0.6813	0.6963	0.5135	0.4276	0.4366	0.7562	0.8092	0.1798	0.7732	0.5005	0.6154	0.5405	0.3357	0.0979	0.0230	0.4565	0.7243	0.0350	0.3367	0.0599	0.4376	0.0010	0.6194	0.0230	0.4286	0.5355	0.2088	0.0200	0.6743	0.4326	0.6014	0.1668	0.1399	0.0350	0.2807	0.8022	0.5415	0.8681	0.5694	0.2917	1.0000	0.4156	0.5834	0.9111	0.5325	0.0020	0.7473	0.5744	0.4605	0.2118	0.3307	0.1918	0.0789	0.6414	0.0460	0.8042	0.8302	0.6583	0.9870	0.7183	0.7782	0.3606	0.8641	0.4306	0.6973	0.5095	0.1249	0.7163	0.1948	0.4835	0.8212	0.3497	0.5674	0.8432	0.8022	0.7642	0.8102
g__Parabacteroides	0.1169	0.8621	0.1499	0.5534	0.1349	0.0010	0.1479	0.3936	0.6783	0.1878	0.3207	0.0729	0.9920	0.1708	0.0959	0.3856	0.2627	0.9570	0.0010	0.5514	0.8581	0.4096	0.1339	0.2657	0.0230	0.5594	0.1289	0.1628	0.8661	0.4406	0.5145	0.7473	0.7063	0.2278	0.3027	0.4316	0.4396	0.6913	0.8921	0.2248	0.4885	0.0340	0.4306	0.2897	0.3986	0.2837	0.1079	0.7053	0.5185	0.0060	0.4615	0.1508	0.0060	0.7073	0.8501	0.0100	0.3257	0.2537	0.7922	0.2378	0.3377	0.2258	0.1998	0.5305	0.0829	0.0270	0.8541	0.8192	0.3856	0.2687	0.0989	0.7023	0.0869	0.1499	0.4126	0.0599	0.7542	0.2078	0.8442	0.9351	0.5345	0.0290	0.3437	0.0789	0.2188	0.8811	0.8911	0.0719	0.4995	0.3217	0.0010	0.8501	0.0390	0.7682	0.5085	0.0060	0.9780	0.7273	0.5025	0.0470	0.6364	0.0420	0.6454	0.3227	0.8741	0.1099	0.4675	0.3107	0.2777	0.1588	0.4156	1.0000	0.1369	0.6643	0.7632	0.3936	0.0240	0.1848	0.2727	0.5305	0.0090	0.9041	0.9570	0.1878	0.1259	0.1069	0.8392	0.8611	0.9271	0.3776	0.5295	0.2248	0.7143	0.4635	0.2937	0.8521	0.0040	0.8142	0.2717	0.2627	0.0150	0.9401	0.4446	0.0759	0.2288	0.1459	0.4366
g__Paraprevotella	0.1409	0.4655	0.7433	0.9131	0.6513	0.3447	0.0699	0.9361	0.3217	0.4096	0.2567	0.4595	0.3297	0.5125	0.3986	0.4575	0.4535	0.8731	0.4645	0.1279	0.2428	0.3876	0.1489	0.1568	0.4336	0.4046	0.2657	0.5085	0.8651	0.0589	0.0899	0.0220	0.8861	0.5225	0.0170	0.2527	0.0240	0.0559	0.4895	0.1409	0.0380	0.4196	0.1938	0.3007	0.4256	0.3417	0.0549	0.4126	0.7942	0.0490	0.8551	0.9271	0.9500	0.0160	0.0360	0.1858	0.0250	0.9690	0.1169	0.6893	0.1019	0.3147	0.5664	0.0480	0.5824	0.5415	0.1978	0.7243	0.4525	0.5225	0.0210	0.5854	0.1429	0.2298	0.0350	0.4246	0.9920	0.0290	0.0899	0.1608	0.2238	0.0220	0.3047	0.6234	0.6094	0.3586	0.0130	0.3946	0.4725	0.7363	0.0010	0.7532	0.2517	0.4515	0.8561	0.0200	0.1778	0.4925	0.2448	0.2098	0.3097	0.0500	0.5844	0.2328	0.0250	0.3157	0.3526	0.1678	0.1479	0.0010	0.5834	0.1369	1.0000	0.5155	0.0440	0.0779	0.0729	0.8621	0.6404	0.1109	0.9940	0.9830	0.2827	0.6663	0.8571	0.0889	0.2228	0.4096	0.0440	0.6074	0.6014	0.9211	0.2857	0.7103	0.0779	0.9001	0.4945	0.9491	0.0390	0.6943	0.0310	0.1489	0.0959	0.9131	0.1019	0.2977	0.9351
g__Pararoseburia	0.2567	0.0559	0.2887	0.5175	0.3676	0.4236	0.2807	0.9121	0.0509	0.4116	0.9780	0.2188	0.0350	0.6853	0.5195	0.7063	0.9091	0.3746	0.4765	0.2887	0.2987	0.9441	0.9241	0.1039	0.4086	0.0729	0.0999	0.5185	0.7982	0.4835	0.6543	0.2098	0.0120	0.0500	0.0749	0.6823	0.0170	0.6803	0.1259	0.1479	0.2587	0.1469	0.3976	0.6174	0.6563	0.6613	0.3107	0.5295	0.2398	0.7942	0.3836	0.7742	0.8072	0.2757	0.9241	0.8042	0.0110	0.7902	0.3926	0.1588	0.0619	0.1119	0.1409	0.3427	0.9860	0.8202	0.7812	0.0789	0.0460	0.3546	0.5964	0.0090	0.0549	0.2258	0.0889	0.0210	0.6064	0.1219	0.8711	0.0200	0.8521	0.3616	0.0679	0.6513	0.2707	0.4725	0.4356	0.0599	0.2468	0.7433	0.6693	0.3796	0.6943	0.2897	0.8022	0.5864	0.2707	0.7303	0.9930	0.0819	0.1938	0.2418	0.0909	0.7832	0.2498	0.7682	0.1998	0.2408	0.0430	0.0430	0.9111	0.6643	0.5155	1.0000	0.4216	0.6024	0.3157	0.7473	0.5155	0.6663	0.7273	0.3337	0.4476	0.6503	0.6703	0.0110	0.2248	0.7203	0.2787	0.1039	0.3417	0.2867	0.2278	0.0759	0.2398	0.6663	0.6943	0.8661	0.0210	0.2617	0.5105	0.0120	0.7922	0.6234	0.0559	0.0599	0.0100
g__Parasutterella	0.9510	0.9441	0.3806	0.9850	0.0090	0.3317	0.5075	0.3566	0.7073	0.1578	0.1818	0.3267	0.4525	0.9630	0.6993	0.5764	0.7832	0.9940	0.9670	0.3656	0.7333	0.4336	0.3257	0.6633	0.7323	0.1279	0.0090	0.0929	0.6044	0.8591	0.5275	0.9131	0.2807	0.9041	0.3207	0.4635	0.9081	0.1219	0.7073	0.9500	0.5075	0.9570	0.3497	0.7952	0.8242	0.9890	0.2098	0.2068	0.3796	0.8462	0.4446	0.6264	0.1738	0.8841	0.7972	0.7512	0.9550	0.6254	0.9471	0.0509	0.5335	0.4725	0.1638	0.2298	0.4895	0.6234	0.7043	0.6394	0.7502	0.9970	0.8681	0.6993	0.6643	0.7483	0.3716	0.6274	0.9191	0.0430	0.8641	0.4545	0.1508	0.7333	0.0490	0.6533	0.9001	0.0519	0.9231	0.4286	0.9271	0.6394	0.2937	0.5604	0.9880	0.8881	0.7842	0.9411	0.4535	0.5145	0.8591	0.5544	0.6753	0.6823	0.5744	0.5914	0.6444	0.6464	0.9151	0.9850	0.3477	0.4765	0.5325	0.7632	0.0440	0.4216	1.0000	0.1588	0.0989	0.6354	0.0939	0.4426	0.4565	0.4695	0.3676	0.7972	0.2218	0.4995	0.7083	0.5584	0.8511	0.2078	0.3786	0.6783	0.3536	0.6963	0.3756	0.5435	0.0070	0.5195	0.6384	0.4815	0.2857	0.2168	0.3826	0.2208	0.0230	0.6174	0.9161
g__Pauljensenia	0.1758	0.6194	0.4466	0.6593	0.5335	0.0789	0.9930	0.9221	0.3556	0.7872	0.0609	0.0110	0.2338	0.7542	0.1568	0.6893	0.9970	0.2617	0.6104	0.1469	0.8941	0.4206	0.9181	0.2877	0.1828	0.4276	0.7163	0.8791	0.8272	0.3996	0.7043	0.6464	0.9650	0.6274	0.0180	0.3107	0.2827	0.9690	0.2747	0.1159	0.9341	0.7842	0.1469	0.2418	0.7852	0.3217	0.2767	0.3087	0.3387	0.0210	0.1349	0.7612	0.2408	0.2458	0.0260	0.1039	0.1279	0.1538	0.0539	0.4805	0.4845	0.3566	0.0450	0.1429	0.7542	0.9471	0.4166	0.6144	0.5185	0.6613	0.6743	0.7722	0.9301	0.2857	0.1858	0.2897	0.6983	0.8831	0.5105	0.6733	0.1489	0.0250	0.7243	0.3726	0.2777	0.5015	0.4515	0.2517	0.5764	0.2777	0.0190	0.1409	0.5095	0.0699	0.8182	0.0979	0.2268	0.0719	0.6244	0.5475	0.9071	0.2358	0.9191	0.2388	0.2787	0.4436	0.3896	0.7403	0.1369	0.1479	0.0020	0.3936	0.0779	0.6024	0.1588	1.0000	0.3856	0.2917	0.4396	0.2208	0.2138	0.2897	0.3447	0.8921	0.0749	0.1389	0.7672	0.6324	0.9281	0.7942	0.7463	0.7512	0.9640	0.6693	0.1768	0.4615	0.8501	0.4625	0.0829	0.5075	0.7313	0.0290	0.2617	0.5694	0.1838	0.4136	0.3077
g__Pediococcus	0.0719	0.4296	0.0959	0.1688	0.3736	0.0320	0.7413	0.6583	0.1159	0.0080	0.1109	0.0220	0.4545	0.0200	0.4486	0.4266	0.3287	0.8771	0.5225	0.0050	0.0480	0.3806	0.0500	0.0060	0.5654	0.6513	0.8222	0.3876	0.3716	0.3896	0.4446	0.0140	0.0470	0.2038	0.2068	0.0370	0.0010	0.0869	0.0200	0.2188	0.8262	0.6853	0.0010	0.4476	0.0559	0.0060	0.0010	0.0010	0.7792	0.0140	0.0040	0.5914	0.2168	0.0170	0.8102	0.0010	0.0010	0.3756	0.1079	0.5165	0.0350	0.1159	0.1638	0.7832	0.4655	0.5035	0.3876	0.8452	0.1329	0.2847	0.0020	0.1808	0.0420	0.5544	0.0010	0.0040	0.8591	0.4336	0.0509	0.0150	0.0020	0.0010	0.0010	0.0440	0.5874	0.1269	0.1578	0.0010	0.7982	0.7502	0.0200	0.8112	0.0200	0.0160	0.0739	0.0010	0.0569	0.3926	0.4575	0.0060	0.3317	0.2118	0.1199	0.5534	0.0040	0.0310	0.0619	0.7163	0.0300	0.0300	0.7473	0.0240	0.0729	0.3157	0.0989	0.3856	1.0000	0.1009	0.8571	0.2987	0.2408	0.9331	0.0010	0.7103	0.0010	0.4815	0.1508	0.9071	0.0050	0.7163	0.9111	0.5075	0.2597	0.8472	0.4346	0.4725	0.3916	0.7183	0.0030	0.6873	0.9481	0.0629	0.6164	0.9441	0.2837	0.2478	0.0789
g__Peptostreptococcus	0.0030	0.7453	0.1199	0.0080	0.0649	0.9041	0.6314	0.6673	0.7033	0.8831	0.0979	0.0919	0.0859	0.7403	0.6703	0.2847	0.4955	0.5884	0.3666	0.0060	0.7992	0.2937	0.7173	0.2957	0.0719	0.2617	0.9850	0.8342	0.4865	0.2857	0.7902	0.0989	0.9321	0.3626	0.6104	0.0330	0.1588	0.1389	0.8022	0.2268	0.8212	0.4056	0.2557	0.8821	0.6573	0.0919	0.2498	0.1039	0.9401	0.1588	0.2737	0.7043	0.3776	0.0050	0.0509	0.1868	0.0769	0.1289	0.0450	0.9990	0.0020	0.1459	0.2847	0.0020	0.9131	0.9101	0.6773	0.3177	0.8432	0.9371	0.1229	0.1109	0.0220	0.9261	0.0020	0.0460	0.2697	0.8521	0.4925	0.1139	0.0130	0.8751	0.4635	0.3986	0.4705	0.5864	0.4725	0.0629	0.4126	0.0180	0.1708	0.3546	0.2138	0.3007	0.6763	0.0040	0.2358	0.1958	0.7622	0.0789	0.5165	0.7043	0.1758	0.5045	0.0989	0.1828	0.4116	0.5075	0.8601	0.2967	0.5744	0.1848	0.8621	0.7473	0.6354	0.2917	0.1009	1.0000	0.3586	0.4725	0.0879	0.3646	0.1908	0.0170	0.1788	0.3207	0.8861	0.7652	0.0100	0.7782	0.7972	0.5694	0.0010	0.5814	0.6863	0.8022	0.8721	0.0480	0.0909	0.0849	0.8921	0.8032	0.9900	0.8052	0.8272	0.6034	0.2857
g__Phascolarctobacterium	0.4895	0.7502	0.5275	0.7872	0.2138	0.0599	0.2777	0.0809	0.6853	0.4545	0.8771	0.7093	0.2358	0.8252	0.0719	0.1419	0.0030	0.3796	0.4635	0.5005	0.8472	0.1079	0.4895	0.8352	0.0669	0.2937	0.0769	0.0350	0.3027	0.2318	0.2557	0.4525	0.4815	0.8631	0.5604	0.4086	0.0040	0.2917	0.0160	0.2358	0.9850	0.3926	0.0500	0.7532	0.4216	0.7293	0.3407	0.1369	0.5804	0.2098	0.5874	0.7682	0.4595	0.0719	0.4805	0.7413	0.4466	0.5305	0.9880	0.0180	0.9061	0.2907	0.5844	0.8462	0.2717	0.3636	0.7293	0.1269	0.5055	0.9081	0.2258	0.3606	0.0420	0.6494	0.2657	0.4366	0.9560	0.3946	0.8232	0.5594	0.7223	0.2128	0.7992	0.7143	0.9481	0.3217	0.4476	0.9181	0.8651	0.0490	0.1638	0.9830	0.0669	0.5025	0.5285	0.7582	0.9161	0.2537	0.3237	0.7622	0.0270	0.5065	0.7622	0.7413	0.1379	0.4466	0.6234	0.2517	0.1289	0.1399	0.4605	0.2727	0.6404	0.5155	0.0939	0.4396	0.8571	0.3586	1.0000	0.3187	0.7582	0.3706	0.4416	0.3107	0.4605	0.3746	0.8511	0.0430	0.0809	0.9331	0.8811	0.5485	0.8911	0.9301	0.0190	0.2218	0.0709	0.7832	0.2947	0.5824	0.8212	0.6503	0.9031	0.8731	0.0619	0.6863	0.2458
g__Phocaeicola	0.0989	0.2797	0.7972	0.1568	0.5175	0.9211	0.3986	0.0190	0.1099	0.7463	0.3896	0.2008	0.0669	0.3686	0.4336	0.1179	0.1449	0.0470	0.0010	0.0799	0.0020	0.4505	0.4476	0.0110	0.6194	0.4186	0.1668	0.3007	0.0100	0.1698	0.0210	0.0010	0.4955	0.0070	0.1379	0.4575	0.0010	0.1848	0.6324	0.1968	0.5185	0.4166	0.0010	0.9520	0.0040	0.0220	0.7932	0.7612	0.3377	0.3746	0.0020	0.1079	0.1678	0.2088	0.1149	0.2637	0.0010	0.8282	0.2118	0.3876	0.0020	0.2737	0.5075	0.0619	0.6354	0.6464	0.0010	0.1499	0.2298	0.0619	0.0040	0.1129	0.4905	0.5934	0.0859	0.0589	0.0549	0.3926	0.5754	0.0390	0.2348	0.0400	0.9211	0.5544	0.6523	0.2128	0.9301	0.9271	0.0539	0.1459	0.0360	0.5345	0.6454	0.1808	0.7073	0.0280	0.2008	0.0070	0.9271	0.1049	0.0679	0.1469	0.2178	0.6044	0.0010	0.7542	0.1638	0.4555	0.1568	0.0619	0.2118	0.5305	0.1109	0.6663	0.4426	0.2208	0.2987	0.4725	0.3187	1.0000	0.8911	0.6853	0.1439	0.5315	0.9461	0.0420	0.1628	0.5115	0.0010	0.1508	0.2428	0.0460	0.7992	0.2418	0.1129	0.3337	0.0380	0.6094	0.0010	0.6304	0.8991	0.0529	0.6623	0.8991	0.0500	0.8941	0.0170
g__Prevotella	0.0420	0.6244	0.6923	0.0120	0.0400	0.4396	0.4995	0.5005	0.3726	0.2737	0.0330	0.7552	0.6863	0.8571	0.0300	0.5544	0.9371	0.5614	0.0609	0.0639	0.7443	0.1319	0.7642	0.0809	0.6913	0.0080	0.7483	0.5914	0.9600	0.8192	0.6324	0.9600	0.8182	0.6943	0.2557	0.1329	0.5495	0.0140	0.6623	0.9520	0.7832	0.0809	0.6783	0.2827	0.0080	0.4725	0.8961	0.1558	0.4685	0.8941	0.9730	0.2198	0.4316	0.5475	0.2078	0.0200	0.8302	0.9411	0.0400	0.2777	0.1199	0.8252	0.4206	0.1019	0.1029	0.8781	0.4406	0.9720	0.6344	0.6124	0.4995	0.8851	0.0280	0.3107	0.4815	0.7952	0.4845	0.8591	0.1189	0.2747	0.0480	0.0370	0.6454	0.0729	0.5734	0.8182	0.9241	0.0879	0.5275	0.0549	0.0030	0.8012	0.2268	0.4795	0.7433	0.0659	0.0579	0.8232	0.4665	0.8442	0.4186	0.6773	0.9141	0.1878	0.9351	0.0440	0.9550	0.2378	0.5624	0.4316	0.3307	0.0090	0.9940	0.7273	0.4565	0.2138	0.2408	0.0879	0.7582	0.8911	1.0000	0.4156	0.3866	0.7522	0.5784	0.4496	0.7333	0.6404	0.3706	0.6513	0.2687	0.2577	0.1958	0.1389	0.0969	0.4116	0.3796	0.8761	0.2048	0.3906	0.2078	0.0669	0.2967	0.1149	0.3267	0.6993	0.7872
g__Pseudobutyricicoccus	0.0609	0.9181	0.8791	0.9680	0.3846	0.9181	0.8751	0.9930	0.5145	0.2408	0.6074	0.2557	0.6274	0.1019	0.6513	0.9221	0.4456	0.8072	0.2178	0.4935	0.0599	0.7522	0.6474	0.2567	0.8601	0.2647	0.1968	0.7592	0.8621	0.5734	0.0030	0.6763	0.7682	0.4755	0.4825	0.5215	0.3487	0.3936	0.4366	0.9121	0.7612	0.3097	0.9720	0.1269	0.7403	0.6773	0.9271	0.6853	0.1439	0.5145	0.8801	0.7483	0.3976	0.9660	0.8482	0.8981	0.5065	0.7463	0.6374	0.1928	0.0979	0.4605	0.5564	0.4126	0.9760	0.7463	0.7512	0.4975	0.5285	0.9980	0.4156	0.6204	0.2587	0.4985	0.8482	0.3127	0.9920	0.9001	0.9051	0.7023	0.4176	0.5984	0.2238	0.3806	0.3656	0.9411	0.0919	0.1558	0.9221	0.4366	0.5554	0.5534	0.4785	0.4476	0.1129	0.9930	0.8571	0.7772	0.2118	0.5095	0.8442	0.6384	0.4625	0.5145	0.6833	0.9730	0.3487	0.1099	0.7063	0.2318	0.1918	0.9041	0.9830	0.3337	0.4695	0.2897	0.9331	0.3646	0.3706	0.6853	0.4156	1.0000	0.3736	0.8961	0.7682	0.2438	0.2488	0.6963	0.3606	0.5065	0.9391	0.6863	0.9510	0.9081	0.4036	0.2128	0.2757	0.1568	0.1958	0.5465	0.6763	0.2168	0.0440	0.7143	0.6763	0.9960	0.8791
g__Pseudoflavonifractor_A	0.0050	0.5644	0.0849	0.0050	0.8052	0.0390	0.8432	0.4186	0.0160	0.0180	0.0030	0.0490	0.8162	0.0410	0.4775	0.2258	0.0769	0.5754	0.8961	0.0010	0.0559	0.0849	0.0689	0.0050	0.0649	0.1988	0.3217	0.5395	0.4276	0.2298	0.9491	0.0020	0.4815	0.5015	0.0859	0.0280	0.0020	0.1009	0.0030	0.7193	0.3506	0.5664	0.0030	0.1019	0.2677	0.0020	0.0010	0.0010	0.8412	0.0350	0.0450	0.2348	0.8332	0.0020	0.6563	0.0020	0.0010	0.0849	0.0020	0.0140	0.0150	0.9101	0.3796	0.1489	0.7692	0.4406	0.8262	0.2867	0.0569	0.5185	0.0010	0.0120	0.2248	0.2807	0.0030	0.0020	0.7772	0.1059	0.0050	0.0040	0.0010	0.0120	0.0020	0.0759	0.0599	0.0250	0.0380	0.0020	0.1309	0.6404	0.0120	0.6434	0.0240	0.0010	0.0330	0.0120	0.0040	0.0320	0.7972	0.0350	0.1179	0.1568	0.2617	0.3157	0.0010	0.0470	0.0529	0.2757	0.0020	0.0130	0.0789	0.9570	0.2827	0.4476	0.3676	0.3447	0.0010	0.1908	0.4416	0.1439	0.3866	0.3736	1.0000	0.1738	0.0010	0.2827	0.5135	0.9800	0.0010	0.7153	0.8402	0.6134	0.1379	0.9411	0.0929	0.4256	0.2028	0.1189	0.0020	0.3816	0.6723	0.1439	0.7333	0.5145	0.1369	0.2557	0.0519
