#OTU ID	g__Acetatifactor	g__Acutalibacter	g__Adlercreutzia	g__Agathobacter	g__Agathobaculum	g__Alistipes	g__Alistipes_A	g__Alitiscatomonas	g__Allocoprobacillus	g__Amedibacterium	g__Anaerobutyricum	g__Anaerofustis	g__Anaeromassilibacillus	g__Anaerostipes	g__Anaerotignum	g__Anaerotruncus	g__Anthropogastromicrobium	g__Aristaeella	g__Bacteroides	g__Bariatricus	g__Bifidobacterium	g__Bittarella	g__Blautia	g__Blautia_A	g__Brotaphodocola	g__Butyribacter	g__CAG-170	g__CAG-177	g__CAG-217	g__CAG-488	g__Catenibacterium	g__Choladousia	g__Clostridium	g__Clostridium_A	g__Clostridium_AP	g__Collinsella	g__Coprococcus_A	g__Dialister	g__Dorea	g__Dorea_A	g__Dorea_D	g__Dysosmobacter	g__Eggerthella	g__Enterobacter	g__Enterocloster	g__Enterococcus	g__Enterococcus_A	g__Enterococcus_B	g__Eubacterium_F	g__Eubacterium_G	g__Eubacterium_I	g__Evtepia	g__Faecalibacterium	g__Faecalimonas	g__Faecousia	g__Finegoldia	g__Flavonifractor	g__Fusicatenibacter	g__Fusobacterium_A	g__Gallintestinimicrobium	g__Gemella	g__Gemmiger	g__Gordonibacter	g__Granulicatella	g__Guopingia	g__Haemophilus_D	g__Holdemanella	g__Holdemania	g__Hominenteromicrobium	g__Hominibacterium	g__Hominicoprocola	g__Hominifimenecus	g__Hominilimicola	g__Hominimerdicola	g__Hominiventricola	g__Hungatella	g__Intestinibacter	g__JAGTTR01	g__Klebsiella	g__Lachnoclostridium_B	g__Lachnospira	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus	g__Lactonifactor	g__Laedolimicola	g__Lancefieldella	g__Latilactobacillus	g__Lawsonibacter	g__Lentihominibacter	g__Leuconostoc	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Longicatena	g__Massilioclostridium	g__Mediterraneibacter	g__Megamonas	g__Merdibacter	g__Merdimmobilis	g__Merdimonas	g__Merdivicinus	g__Muricomes	g__Murimonas	g__Nanosynbacter	g__Negativibacillus	g__Odoribacter	g__Oliverpabstia	g__Onthenecus	g__Otoolea	g__Parabacteroides	g__Paraprevotella	g__Pararoseburia	g__Parasutterella	g__Pauljensenia	g__Pediococcus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phocaeicola	g__Prevotella	g__Pseudobutyricicoccus	g__Pseudoflavonifractor_A	g__Pseudoscilispira	g__Roseburia	g__Roseburia_D	g__Rothia	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Ruminococcus_C	g__Ruminococcus_E	g__Ruthenibacterium	g__Sarcina	g__Schaedlerella	g__Sellimonas	g__Streptococcus	g__Sutterella	g__Terrisporobacter	g__Thomasclavelia	g__Turicibacter	g__Tyzzerella	g__UBA3402	g__URXU01	g__Veillonella	g__Vescimonas	g__Weissella	g__Wujia
g__Hungatella	0.0010	0.0150	0.5025	0.1089	0.3816	0.0579	0.8432	0.2897	0.0040	0.3447	0.0909	0.0020	0.1219	0.0509	0.5365	0.0519	0.0050	0.8462	0.8841	0.1009	0.8931	0.2737	0.3816	0.5904	0.9221	0.8601	0.3027	0.0839	0.2478	0.8761	0.9451	0.0010	0.1908	0.5774	0.0110	0.1179	0.0010	0.2488	0.0010	0.0120	0.0729	0.5245	0.0050	0.0529	0.1459	0.0110	0.0080	0.2637	0.3856	0.0100	0.0230	0.0260	0.7802	0.0649	0.2667	0.0410	0.0020	0.5095	0.1718	0.4885	0.0030	0.3746	0.0420	0.0010	0.7682	0.3277	0.1618	0.0969	0.0030	0.3796	0.0010	0.0090	0.1059	0.6883	0.0030	1.0000	0.9391	0.0250	0.1329	0.0240	0.0669	0.0190	0.1309	0.2597	0.0250	0.0020	0.0739	0.0050	0.1089	0.8651	0.1009	0.0959	0.1538	0.0300	0.1389	0.0060	0.2897	0.2348	0.2468	0.0030	0.1718	0.0040	0.0430	0.5365	0.0010	0.3187	0.0549	0.2448	0.0210	0.0030	0.7562	0.0599	0.4246	0.0210	0.6274	0.2897	0.0040	0.0460	0.4366	0.0589	0.7952	0.3127	0.0020	0.8841	0.0869	0.0420	0.2038	0.4895	0.0010	0.6673	0.6214	0.0719	0.1209	0.8911	0.0080	0.1588	0.8342	0.7932	0.1069	0.3427	0.5504	0.3906	0.5604	0.7453	0.0999	0.0779	0.0030
g__Intestinibacter	0.2468	0.9970	0.8661	0.3966	0.6603	0.7113	0.7283	0.5584	0.9620	0.3437	0.5035	0.1149	0.5544	0.4525	0.0539	0.1049	0.9441	0.2727	0.0030	0.0300	0.0869	0.6264	0.8801	0.1019	0.2208	0.5205	0.9491	0.5644	0.1459	0.7283	0.6174	0.1728	0.0010	0.0190	0.5305	0.6593	0.1419	0.0639	0.3586	0.0480	0.0110	0.8442	0.5994	0.7582	0.2008	0.5095	0.6064	0.0699	0.3407	0.2318	0.0250	0.7343	0.7692	0.2817	0.9131	0.4306	0.0629	0.3856	0.8382	0.6374	0.0440	0.1379	0.8641	0.4186	0.3027	0.8062	0.0659	0.6014	0.4875	0.4635	0.2318	0.0060	0.2667	0.6653	0.1259	0.9391	1.0000	0.8581	0.8851	0.1069	0.5904	0.5065	0.9391	0.1928	0.8961	0.6743	0.4416	0.4565	0.1568	0.7692	0.8761	0.5115	0.8152	0.3646	0.2108	0.4545	0.2098	0.2907	0.8581	0.4106	0.9970	0.0619	0.8232	0.4186	0.0070	0.5375	0.3297	0.9600	0.0989	0.0659	0.8092	0.7542	0.9920	0.6064	0.9191	0.6983	0.8591	0.2697	0.9560	0.0549	0.4845	0.9920	0.7772	0.6653	0.8362	0.2717	0.5634	0.4006	0.0330	0.4565	0.9710	0.2517	0.5305	0.1279	0.0060	0.2258	0.6523	0.0020	0.0420	0.0010	0.4266	0.5884	0.8412	0.4755	0.8372	0.2827	0.5095
g__JAGTTR01	0.0070	0.1369	0.9121	0.6553	0.4126	0.0649	0.8871	0.3616	0.0380	0.1279	0.9850	0.0909	0.9650	0.5544	0.6583	0.1918	0.8801	0.2298	0.8531	0.2168	0.4825	0.7912	0.0240	0.2358	0.4036	0.7313	0.0380	0.4286	0.1758	0.5315	0.8122	0.0020	0.3437	0.0460	0.3956	0.8681	0.0350	0.0569	0.0270	0.0989	0.1039	0.4505	0.9610	0.2787	0.2997	0.4166	0.2857	0.8831	0.2937	0.0519	0.8771	0.0100	0.5914	0.1399	0.1788	0.3506	0.2148	0.0889	0.1738	0.2218	0.0380	0.4246	0.9101	0.4186	0.2248	0.2038	0.2198	0.5734	0.0070	0.3467	0.0090	0.0270	0.8711	0.7293	0.6224	0.0250	0.8581	1.0000	0.1738	0.0150	0.7393	0.4535	0.2368	0.3886	0.1019	0.6254	0.0340	0.0400	0.1309	0.9191	0.0020	0.9441	0.1289	0.6254	0.0689	0.1379	0.5604	0.8292	0.7163	0.0739	0.6354	0.0230	0.3037	0.7762	0.0040	0.0220	0.6523	0.9211	0.3367	0.0040	0.1798	0.2078	0.0290	0.1219	0.0430	0.8831	0.4336	0.8521	0.3946	0.3926	0.8591	0.9001	0.1059	0.5365	0.7752	0.1069	0.0869	0.3816	0.0559	0.1419	0.2627	0.7223	0.0460	0.0200	0.0040	0.1818	0.3726	0.3956	0.2268	0.3477	0.0869	0.7463	0.6843	0.0529	0.7073	0.8861	0.7942
g__Klebsiella	0.0100	0.4925	0.1099	0.0260	0.3596	0.1918	0.7772	0.9401	0.2208	0.2537	0.0050	0.1888	0.3836	0.0080	0.1878	0.7023	0.2647	0.6094	0.4126	0.2687	0.9451	0.0699	0.5055	0.9301	0.1718	0.6843	0.8412	0.5644	0.3956	0.5864	0.2188	0.9461	0.7043	0.8022	0.2967	0.3327	0.0360	0.9421	0.7872	0.2228	0.6993	0.2368	0.7073	0.0010	0.2807	0.0100	0.0480	0.0020	0.7143	0.0310	0.0599	0.0250	0.0270	0.8711	0.7522	0.0350	0.2038	0.4446	0.0210	0.0959	0.0120	0.5744	0.1928	0.2527	0.6583	0.7552	0.4635	0.9121	0.2917	0.6573	0.2577	0.4575	0.1518	0.9960	0.0989	0.1329	0.8851	0.1738	1.0000	0.6374	0.0040	0.0979	0.4625	0.5624	0.0939	0.8262	0.0709	0.0919	0.4476	0.8601	0.0120	0.2348	0.2537	0.0320	0.5544	0.0649	0.0180	0.8571	0.1389	0.3916	0.0819	0.7532	0.4955	0.9980	0.1129	0.0310	0.2697	0.6643	0.1109	0.0460	0.7732	0.8442	0.0899	0.8711	0.8641	0.5105	0.0509	0.4925	0.8232	0.5754	0.1189	0.9051	0.0050	0.4206	0.4585	0.0789	0.7522	0.7772	0.2697	0.4316	0.6354	0.7762	0.0030	0.4136	0.3247	0.7802	0.4466	0.4496	0.6174	0.7732	0.6583	0.9401	0.5764	0.4915	0.5784	0.7682	0.6513
g__Lachnoclostridium_B	0.0280	0.2747	0.4226	0.0569	0.7582	0.1718	0.6623	0.4785	0.3626	0.1988	0.2028	0.2817	0.0589	0.5544	0.9660	0.6394	0.1259	0.3457	0.0519	0.0350	0.3656	0.7153	0.1269	0.1009	0.1389	0.1728	0.3067	0.1179	0.1229	0.5584	0.7313	0.0859	0.8322	0.1968	0.1808	0.0450	0.0410	0.0020	0.0579	0.7263	0.2138	0.6803	0.2707	0.7922	0.3736	0.1369	0.1399	0.2008	0.3756	0.2607	0.4336	0.5105	0.1149	0.0030	0.8012	0.5534	0.0090	0.8891	0.0809	0.0290	0.0020	0.1678	0.4336	0.0909	0.9620	0.8452	0.4595	0.5964	0.1968	0.3437	0.0799	0.0330	0.1069	0.6484	0.0040	0.0240	0.1069	0.0150	0.6374	1.0000	0.1309	0.1139	0.1379	0.7423	0.0909	0.0919	0.0310	0.0320	0.2218	0.8072	0.8312	0.5355	0.1319	0.0440	0.7213	0.0789	0.3357	0.5105	0.5514	0.1039	0.3576	0.5155	0.0839	0.5884	0.0400	0.0849	0.7233	0.6084	0.0440	0.0010	0.5005	0.9351	0.1608	0.0200	0.4545	0.6733	0.0150	0.1139	0.5594	0.0390	0.2747	0.7023	0.0040	0.9840	0.5005	0.7642	0.6713	0.9940	0.0020	0.5035	0.4096	0.5674	0.0270	0.3616	0.6074	0.7772	0.4436	0.8182	0.0140	0.1938	0.6214	0.0090	0.5724	0.5974	0.8102	0.1788	0.3327
g__Lachnospira	0.0010	0.3317	0.2478	0.0010	0.8921	0.7942	0.3297	0.0330	0.1419	0.2557	0.0040	0.0769	0.3706	0.0010	0.8931	0.6104	0.0010	0.3906	0.5554	0.0340	0.4196	0.0789	0.2158	0.4206	0.0010	0.2697	0.9960	0.7562	0.9311	0.6653	0.8891	0.2428	0.1339	0.1508	0.0949	0.0100	0.0200	0.2807	0.0180	0.4126	0.3816	0.8611	0.0060	0.0090	0.1049	0.0030	0.0050	0.2028	0.7902	0.0919	0.0450	0.2388	0.7622	0.0290	0.2917	0.0010	0.0030	0.0589	0.0030	0.6174	0.1169	0.3896	0.0470	0.0509	0.7393	0.2168	0.6613	0.9930	0.6723	0.5614	0.0699	0.7233	0.7023	0.2358	0.0100	0.0669	0.5904	0.7393	0.0040	0.1309	1.0000	0.0040	0.1778	0.3257	0.9441	0.1888	0.2737	0.0250	0.4236	0.9291	0.3217	0.1369	0.2068	0.3267	0.4386	0.0030	0.0020	0.4645	0.4376	0.0509	0.3387	0.0609	0.0340	0.4805	0.0370	0.2987	0.5155	0.0240	0.0390	0.2857	0.6154	0.5345	0.2238	0.8521	0.1508	0.1489	0.0020	0.0130	0.7223	0.2348	0.0480	0.4176	0.0010	0.0090	0.0020	0.5984	0.6923	0.7433	0.0420	0.8482	0.6014	0.1319	0.1548	0.3646	0.0709	0.8731	0.4486	0.3117	0.0130	0.6434	0.9950	0.3926	0.4376	0.0130	0.4595	0.5175	0.1998
g__Lacticaseibacillus	0.0440	0.6563	0.0290	0.0060	0.5614	0.0899	0.5794	0.7752	0.0300	0.0140	0.0030	0.0430	0.9441	0.0030	0.5724	0.3826	0.4306	0.6513	0.5125	0.0060	0.0440	0.4156	0.3696	0.0050	0.0410	0.6543	0.5465	0.4406	0.7922	0.7413	0.1738	0.0569	0.2468	0.0220	0.0030	0.2887	0.0020	0.0110	0.0030	0.0320	0.6683	0.8312	0.0150	0.3896	0.0719	0.0010	0.0010	0.0509	0.5804	0.0549	0.0070	0.3626	0.0719	0.3077	0.1628	0.0010	0.0020	0.9890	0.0639	0.8641	0.1289	0.9151	0.0539	0.0769	0.2807	0.5524	0.8302	0.1219	0.2278	0.5594	0.0020	0.1229	0.7053	0.2517	0.0160	0.0190	0.5065	0.4535	0.0979	0.1139	0.0040	1.0000	0.0330	0.1958	0.4875	0.3227	0.7512	0.0240	0.6034	0.7243	0.0020	0.2138	0.1738	0.0060	0.2567	0.0170	0.1558	0.4476	0.8971	0.0430	0.3167	0.0080	0.4605	0.9970	0.0220	0.0909	0.5275	0.4306	0.0010	0.0040	0.5405	0.0290	0.0220	0.3616	0.7333	0.0250	0.0010	0.8751	0.2128	0.0400	0.0370	0.5984	0.0120	0.7013	0.0579	0.1508	0.1239	0.8312	0.0140	0.8232	0.4126	0.6993	0.8621	0.3207	0.0160	0.2448	0.9221	0.5055	0.0010	0.6813	0.2278	0.0180	0.5804	0.2388	0.9990	0.3017	0.1149
g__Lactiplantibacillus	0.2717	0.0519	0.2378	0.3217	0.0040	0.9860	0.1139	0.9011	0.0150	0.0020	0.1369	0.1389	0.3966	0.5365	0.5465	0.7023	0.6623	0.5594	0.3546	0.3097	0.0460	0.5734	0.5574	0.0140	0.2188	0.9610	0.9850	0.3956	0.6883	0.2448	0.0829	0.0440	0.1069	0.0330	0.3696	0.7163	0.0010	0.0460	0.4076	0.3147	0.8771	0.6713	0.0070	0.9491	0.7273	0.1139	0.0010	0.0360	0.3746	0.7742	0.4665	0.9141	0.8641	0.0070	0.9910	0.1299	0.0250	0.4266	0.2248	0.2208	0.9960	0.0639	0.7782	0.8531	0.9650	0.4985	0.0609	0.9870	0.3187	0.8941	0.0320	0.2527	0.8032	0.7473	0.0539	0.1309	0.9391	0.2368	0.4625	0.1379	0.1778	0.0330	1.0000	0.0809	0.9510	0.8092	0.4675	0.0080	0.6024	0.8282	0.2108	0.4825	0.0529	0.1469	0.1548	0.1668	0.0190	0.9690	0.9790	0.1678	0.8312	0.1159	0.3057	0.0909	0.1349	0.1798	0.3816	0.1069	0.2278	0.0050	0.3357	0.3437	0.3047	0.0679	0.0490	0.7243	0.0010	0.4635	0.7992	0.9211	0.6454	0.2238	0.0020	0.9271	0.0030	0.1499	0.1618	0.7962	0.0150	0.3566	0.9001	0.4895	0.5684	0.2138	0.7782	0.4306	0.5744	0.9570	0.1019	0.2957	0.6094	0.1179	0.1029	0.5694	0.8901	0.2907	0.0130
g__Lactobacillus	0.0629	0.9940	0.1668	0.5904	0.7003	0.0080	0.2428	0.1269	0.5724	0.1199	0.4775	0.2098	0.9361	0.2777	0.8392	0.9580	0.5255	0.2727	0.0450	0.5984	0.1928	0.4655	0.5175	0.0300	0.5255	0.2937	0.6364	0.3467	0.8162	0.2348	0.9910	0.1269	0.7952	0.6124	0.2418	0.1948	0.2448	0.0410	0.4406	0.4745	0.9171	0.1129	0.0220	0.8422	0.2787	0.0410	0.0150	0.0430	0.0829	0.0689	0.0080	0.1259	0.1209	0.0140	0.6833	0.0629	0.6364	0.0729	0.0450	0.0360	0.0939	0.5514	0.5425	0.6374	0.1718	0.1089	0.7942	0.6623	0.1648	0.0290	0.1049	0.2488	0.1109	0.7802	0.0190	0.2597	0.1928	0.3886	0.5624	0.7423	0.3257	0.1958	0.0809	1.0000	0.9510	0.6803	0.2348	0.0320	0.8771	0.0829	0.0200	0.7592	0.0050	0.4565	0.0010	0.0639	0.1998	0.0060	0.3546	0.0829	0.9301	0.5055	0.4935	0.5554	0.3706	0.0160	0.4406	0.6743	0.4825	0.2148	0.0979	0.0789	0.6234	0.6513	0.6533	0.3726	0.0440	0.3986	0.7143	0.5544	0.0729	0.3806	0.0759	0.7473	0.0040	0.2977	0.3317	0.4046	0.0589	0.9171	0.9491	0.2468	0.1099	0.9251	0.3047	0.3946	0.0190	0.9780	0.1728	0.0689	0.7373	0.1099	0.2388	0.1598	0.9481	0.6823	0.0450
g__Lactococcus	0.0090	0.0240	0.7243	0.5265	0.9870	0.1319	0.8621	0.4286	0.0599	0.8581	0.5415	0.5794	0.1698	0.8312	0.2647	0.0549	0.7373	0.9520	0.3886	0.3826	0.4705	0.6394	0.3047	0.8012	0.1828	0.5015	0.6943	0.5325	0.2707	0.7692	0.1758	0.3966	0.4076	0.6464	0.0799	0.4705	0.4056	0.0400	0.0100	0.1279	0.5714	0.5405	0.4675	0.0140	0.1139	0.2807	0.3556	0.9730	0.6464	0.2587	0.6114	0.0290	0.2517	0.4196	0.4985	0.3487	0.2627	0.8062	0.4176	0.1898	0.0669	0.8082	0.3357	0.2338	0.7013	0.4466	0.6194	0.6673	0.0989	0.1049	0.7812	0.4595	0.3097	0.1918	0.2577	0.0250	0.8961	0.1019	0.0939	0.0909	0.9441	0.4875	0.9510	0.9510	1.0000	0.3227	0.2098	0.1129	0.0150	0.7233	0.1888	0.0040	0.8561	0.2957	0.4525	0.4436	0.3576	0.0410	0.3117	0.9690	0.7083	0.0649	0.2887	0.6733	0.0509	0.2987	0.0230	0.7473	0.0450	0.1089	0.0230	0.2188	0.6094	0.2707	0.9001	0.2777	0.5874	0.4705	0.9481	0.6523	0.5734	0.3656	0.0599	0.1129	0.5455	0.9411	0.8402	0.3207	0.8551	0.2408	0.7363	0.9391	0.0549	0.2148	0.0390	0.9191	0.4605	0.8601	0.6224	0.9151	0.0569	0.7313	0.2627	0.9401	0.8432	0.2947	0.3397
g__Lactonifactor	0.0919	0.0859	0.5824	0.1369	0.9451	0.9291	0.5704	0.3626	0.0579	0.5564	0.4995	0.0829	0.0060	0.2078	0.2438	0.0659	0.0010	0.8621	0.5215	0.0180	0.1578	0.6214	0.3546	0.1508	0.5754	0.1419	0.0400	0.1828	0.4296	0.4186	0.4046	0.0110	0.1688	0.8462	0.0480	0.3417	0.5055	0.4126	0.0060	0.1538	0.1538	0.1289	0.0190	0.3536	0.5015	0.1419	0.1019	0.9690	0.3337	0.4705	0.5634	0.9161	0.9500	0.1349	0.0180	0.5175	0.0020	0.2078	0.7253	0.0839	0.2458	0.8551	0.6404	0.2418	0.0769	0.3526	0.8142	0.0899	0.3257	0.3097	0.0480	0.0939	0.7423	0.3586	0.0669	0.0020	0.6743	0.6254	0.8262	0.0919	0.1888	0.3227	0.8092	0.6803	0.3227	1.0000	0.4635	0.1528	0.3816	0.2238	0.8981	0.1818	0.7073	0.3077	0.5764	0.4356	0.5425	0.3906	0.6873	0.1089	0.4595	0.0290	0.5544	0.0280	0.0110	0.7802	0.0330	0.3477	0.1379	0.2627	0.4565	0.8811	0.3586	0.4725	0.0519	0.5015	0.1269	0.5864	0.3217	0.2128	0.8182	0.9411	0.0250	0.7153	0.0420	0.4326	0.8961	0.9061	0.0200	0.0869	0.8282	0.0230	0.8541	0.8232	0.0030	0.5554	0.0869	0.9540	0.0659	0.5894	0.6823	0.2468	0.5784	0.2138	0.6793	0.8052	0.1538
g__Laedolimicola	0.0020	0.5534	0.8262	0.7153	0.7972	0.6144	0.8302	0.6783	0.9411	0.7253	0.5984	0.4955	0.6613	0.5245	0.9610	0.7063	0.0500	0.7413	0.5714	0.3646	0.6783	0.6344	0.5275	0.2557	0.2557	0.3347	0.7323	0.3317	0.4675	0.7073	0.3746	0.1189	0.3916	0.4505	0.6474	0.3437	0.2178	0.4406	0.2587	0.5964	0.0060	0.2288	0.0929	0.0190	0.4765	0.2547	0.0589	0.2657	0.8951	0.0919	0.6054	0.8991	0.7183	0.1159	0.2198	0.4476	0.6523	0.7243	0.0869	0.1279	0.0020	0.7662	0.8741	0.1029	0.2188	0.0270	0.5994	0.1229	0.0270	0.5804	0.0340	0.0120	0.1728	0.6154	0.0010	0.0739	0.4416	0.0340	0.0709	0.0310	0.2737	0.7512	0.4675	0.2348	0.2098	0.4635	1.0000	0.0040	0.1968	0.3297	0.1169	0.3297	0.4935	0.7443	0.1748	0.0519	0.3606	0.2847	0.4076	0.0180	0.3556	0.0979	0.0609	0.8412	0.0310	0.0030	0.8482	0.9730	0.1888	0.0060	0.7243	0.8911	0.0130	0.4356	0.9231	0.4515	0.1578	0.4725	0.4476	0.9301	0.9241	0.0919	0.0380	0.9021	0.4006	0.0719	0.0879	0.0669	0.0090	0.2308	0.2707	0.9451	0.0040	0.4026	0.1349	0.0360	0.2677	0.0210	0.4605	0.0250	0.6613	0.8721	0.7193	0.0120	0.1449	0.8242	0.4256
g__Lancefieldella	0.0010	0.1928	0.0719	0.3397	0.4266	0.0070	0.5025	0.8721	0.1339	0.0220	0.0420	0.0460	0.2028	0.3277	0.0929	0.1359	0.4515	0.6673	0.5774	0.0010	0.4855	0.7143	0.5085	0.0040	0.0080	0.2358	0.2537	0.3756	0.3447	0.9780	0.8611	0.0030	0.2917	0.2408	0.3676	0.0509	0.0140	0.0310	0.1139	0.0899	0.3686	0.2887	0.0040	0.1538	0.3576	0.0150	0.0020	0.0010	0.5524	0.0619	0.0330	0.1718	0.7672	0.0010	0.5904	0.0699	0.0080	0.3077	0.0080	0.0260	0.0010	0.1459	0.1119	0.0659	0.5145	0.5814	0.2977	0.9231	0.0430	0.2148	0.0210	0.0040	0.0020	0.9690	0.0010	0.0050	0.4565	0.0400	0.0919	0.0320	0.0250	0.0240	0.0080	0.0320	0.1129	0.1528	0.0040	1.0000	0.0949	0.2657	0.0100	0.1898	0.0190	0.0040	0.0749	0.0250	0.2098	0.4615	0.7033	0.0150	0.4386	0.0040	0.2577	0.3147	0.0080	0.0030	0.7273	0.4545	0.1179	0.0090	0.0350	0.0719	0.3946	0.0599	0.4286	0.2517	0.0010	0.0629	0.9181	0.9271	0.0879	0.1558	0.0020	0.8661	0.0010	0.0569	0.2348	0.5415	0.0040	0.6034	0.6983	0.7263	0.0140	0.8182	0.0120	0.0490	0.8312	0.1768	0.0030	0.3157	0.4216	0.1349	0.6583	0.5425	0.0939	0.3906	0.0470
g__Latilactobacillus	0.3497	0.9121	0.3297	0.7752	0.7832	0.0050	0.1808	0.6843	0.6234	0.4356	0.7303	0.9191	0.7652	0.7702	0.1219	0.4386	0.7532	0.5245	0.3996	0.2507	0.1758	0.4835	0.0030	0.3956	0.5345	0.2847	0.4106	0.4785	0.9580	0.0799	0.1548	0.4745	0.1089	0.3656	0.9570	0.4196	0.2987	0.7473	0.0689	0.0500	0.2887	0.1828	0.4046	0.1618	0.4106	0.4935	0.3477	0.0150	0.7692	0.0190	0.6224	0.1638	0.7433	0.2767	0.5495	0.6094	0.7552	0.7792	0.0749	0.4016	0.0250	0.1838	0.6773	0.0470	0.0160	0.0220	0.4885	0.5734	0.3127	0.4076	0.5065	0.5485	0.0130	0.1818	0.0519	0.1089	0.1568	0.1309	0.4476	0.2218	0.4236	0.6034	0.6024	0.8771	0.0150	0.3816	0.1968	0.0949	1.0000	0.0659	0.0509	0.0010	0.6494	0.9191	0.2138	0.5035	0.2687	0.6943	0.9341	0.7063	0.8232	0.6264	0.3057	0.1928	0.1638	0.0180	0.6883	0.6583	0.9610	0.2547	0.3367	0.4995	0.4725	0.2468	0.9271	0.5764	0.7982	0.4126	0.8651	0.0539	0.5275	0.9221	0.1309	0.5395	0.5345	0.4925	0.0080	0.2967	0.6354	0.2997	0.6014	0.1449	0.0010	0.9201	0.4206	0.0070	0.0480	0.1199	0.5954	0.4755	0.3357	0.4036	0.7383	0.0090	0.0020	0.0180	0.9570
g__Lawsonibacter	0.0929	0.1998	0.7023	0.7433	0.8262	0.0010	0.4755	0.3287	0.1469	0.3107	0.3966	0.9950	0.6653	0.0669	0.0010	0.9550	0.0659	0.1249	0.0310	0.0559	0.3786	0.6164	0.2787	0.5574	0.2148	0.4935	0.8012	0.7393	0.1019	0.0899	0.8791	0.5654	0.0619	0.9191	0.0210	0.1618	0.7253	0.3337	0.3576	0.3267	0.6523	0.0010	0.7083	0.7782	0.0909	0.1449	0.9111	0.2488	0.6503	0.2807	0.8591	0.4505	0.7213	0.4675	0.6254	0.8252	0.0250	0.2747	0.0100	0.0919	0.0719	0.5075	0.6773	0.1329	0.2268	0.2348	0.9900	0.2547	0.9740	0.0090	0.8521	0.9291	0.0839	0.0509	0.0609	0.8651	0.7692	0.9191	0.8601	0.8072	0.9291	0.7243	0.8282	0.0829	0.7233	0.2238	0.3297	0.2657	0.0659	1.0000	0.0729	0.1099	0.0739	0.1988	0.2937	0.2717	0.7283	0.4256	0.0619	0.9920	0.7263	0.0500	0.9471	0.9051	0.3227	0.0030	0.3117	0.1618	0.0230	0.7762	0.0599	0.3217	0.7363	0.7433	0.6394	0.2777	0.7502	0.0180	0.0490	0.1459	0.0549	0.4366	0.6404	0.2188	0.6104	0.7642	0.0569	0.8172	0.9510	0.3327	0.1538	0.0020	0.0809	0.6563	0.1109	0.1069	0.6214	0.1289	0.5974	0.0020	0.1119	0.7193	0.8911	0.0120	0.0020	0.8432	0.8262
g__Lentihominibacter	0.0030	0.4216	0.2098	0.9770	0.0579	0.0010	0.0400	0.2388	0.0839	0.0490	0.2468	0.3067	0.8362	0.4316	0.1698	0.2647	0.7433	0.3277	0.1219	0.0010	0.6943	0.2707	0.0170	0.0240	0.9391	0.4665	0.0120	0.3057	0.3057	0.7532	0.4805	0.0160	0.9600	0.4535	0.0300	0.3287	0.0020	0.1289	0.1558	0.2078	0.8951	0.0070	0.0509	0.1059	0.0100	0.0460	0.0150	0.0080	0.9770	0.0240	0.0200	0.0180	0.8172	0.0250	0.4216	0.0070	0.2188	0.4416	0.0090	0.0709	0.0020	0.4296	0.3437	0.0170	0.0220	0.0370	0.1738	0.9660	0.0030	0.2168	0.0020	0.0659	0.7123	0.9121	0.0559	0.1009	0.8761	0.0020	0.0120	0.8312	0.3217	0.0020	0.2108	0.0200	0.1888	0.8981	0.1169	0.0100	0.0509	0.0729	1.0000	0.1708	0.0509	0.1229	0.1249	0.0030	0.1678	0.4056	0.9920	0.3726	0.0619	0.0290	0.8741	0.5744	0.0210	0.0100	0.1499	0.0899	0.0959	0.0010	0.4376	0.0010	0.0010	0.6693	0.2937	0.0190	0.0200	0.1708	0.1638	0.0360	0.0030	0.5554	0.0120	0.9451	0.3816	0.0010	0.0859	0.2897	0.0010	0.2617	0.6543	0.0360	0.0290	0.4595	0.0060	0.2667	0.6993	0.8002	0.0350	0.6553	0.0020	0.1598	0.8422	0.0050	0.5644	0.6993	0.2937
