#OTU ID	CT1	CT10	CT11	CT13	CT14	CT20	CT22	CT24	CT3	CT31	CT32	CT33	CT36	CT37	CT38	CT4	CT42	CT45	CT47	CT49	CT53	CT54	CT57	CT6	CT7	CT8	CT9	PD1	PD102	PD107	PD108	PD112	PD113	PD118	PD127	PD128	PD134	PD137	PD157	PD158	PD16	PD160	PD161	PD169	PD172	PD174	PD177	PD184	PD190	PD196	PD198	PD204	PD205	PD207	PD212	PD213	PD215	PD217	PD221	PD222	PD224	PD232	PD234	PD24	PD240	PD246	PD256	PD33	PD39	PD40	PD45	PD49	PD56	PD57	PD6	PD61	PD62	PD63	PD64	PD71	PD72	PD73	PD76	PD78	PD79	PD80	PD86	PD87	PD89	PD99	PV117	PV118	PV122	PV124	PV133	PV134	PV136	PV138	PV142	PV144	PV146	PV148	PV150	PV166	PV2	PV21	PV22	PV23	PV28	PV31	PV36	PV37	PV39	PV46	PV51	PV53	PV54	PV57	PV58	PV61	PV7	PV74	PV8	PV86	PV87
g__Longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	7	100	0	0	0	0	0	32	0	0	0	0	0	0	0	102	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	50	0	0	0	0	0	0	0	173	64	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0
g__Massilioclostridium	0	0	6	0	0	0	0	5	0	7	0	0	4	0	5	3	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	2	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	31	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0
g__Mediterraneibacter	188	155	0	184	637	362	1839	1702	678	637	2271	214	32	491	313	769	415	498	213	1148	150	87	1860	1981	1246	2988	210	9	1131	575	1715	9235	1723	1476	0	63	198	412	0	303	2737	3153	27	30	40	431	16	792	653	578	417	4789	70	207	93	421	0	11	0	296	447	0	2627	2564	533	70	9	1292	779	1254	59	0	82	0	5891	0	0	1145	1158	117	0	583	4264	0	901	216	473	2800	0	497	175	127	291	37	0	785	1135	893	2323	124	1854	2157	2004	821	349	1860	3820	980	203	396	631	198	418	1598	5	352	180	1261	0	285	758	68	38	83	42
g__Megamonas	7160	0	0	0	0	0	4674	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	6	0	0	0	1831	6312	0	0	0	102	0	0	0	0	4	0	5	12	0	0	0	0	4	0	3042	0	8	0	0	1168	2	17	0	85	9	0	0	0	0	6	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0	5008	0	0	0	0	0	0	0	0	0	0	0	293	13	1640	0	0	0	474	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1116	0	8	2268	0	4
g__Merdibacter	8	0	5	15	0	0	0	19	5	0	0	0	25	0	0	4	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	23	26	0	0	0	0	0	14	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
g__Merdimmobilis	10	0	0	0	8	0	9	4	0	4	27	0	9	0	6	0	0	0	0	8	0	0	28	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	0	8	0	0	0	0	51	17	7	0	0	0	0	13	14	0	14	0	0	0	0	0	0	0	0	72	0	0	5	2	0	42	0	0	9	0	26	0	11	0	2	0	0	0	0	8	35	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	16	0	6	0	0	0	0	0	0	5	0
g__Merdimonas	0	0	0	85	0	82	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	27	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	107	0	0	3	0	0	0	0	0	0	49	0	0	0	0	0	8	0	0	0	0	13	19	0	0	36	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12
g__Merdivicinus	0	0	0	27	0	0	0	15	0	48	0	11	13	0	0	0	0	6	8	6	0	0	0	9	0	24	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	0	58	0	0	0	0	0	0	0	0	11	0	0	44	12	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	16	0	0	0	0	18	22	54	266	13	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0
g__Muricomes	0	0	0	7	0	0	4	9	0	0	0	0	0	5	8	0	0	0	0	0	0	0	322	16	0	0	0	0	0	0	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	10	0	9	0	17	0	0	16	0	0	0	0	6	5	0	0	0	10	0	0	8	11	0	24	0	0	0	0	27	0	0	0	0	32	0	0	0	10	0	0
g__Murimonas	0	48	33	0	23	0	35	32	0	47	18	44	0	58	40	76	73	63	40	70	42	0	0	39	59	0	63	0	25	22	0	0	65	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	23	35	0	0	0	28	0	11	59	0	0	33	0	0	0	0	0	0	0	70	0	46	0	0	0	0	0	0	10	0	61	0	0	0	0	0	106	71	101	0	48	23	0	141	0	56	0	41	0	99	29	145	0	0	0	25	28	47	0	0	0	0	0	35	0	0	0	13	34	48	13	0	14	127	38	8
g__Nanosynbacter	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	3	0	5	115	40	0	1286	0	0	0	72	0	8	0	0	6	0	21	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	278	0	0	30	7	0	0	0	0	131	0	0	0	4	6	0	0	0	44	2804	0	0	0	88	29	0	18	329	10	0	0	0	0	12	0	0	0	12	27	0	43	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	11
g__Negativibacillus	0	0	24	0	0	0	0	25	0	23	15	0	0	0	0	0	62	0	0	0	16	0	0	0	0	0	0	63	0	67	0	0	74	0	0	0	66	0	0	126	0	0	5	38	149	0	9	254	5	13	64	2	0	118	89	441	0	16	0	95	579	115	302	0	4	0	0	0	121	0	609	0	0	0	0	0	0	726	0	70	0	0	0	20	14	0	13	0	0	59	0	0	165	0	0	10	0	266	161	4	25	12	0	0	0	0	0	0	788	0	86	0	3	53	0	76	226	0	85	0	0	0	0	9	0
g__Odoribacter	0	12	303	225	357	0	0	0	397	370	312	33	69	336	485	89	34	278	137	0	0	571	0	0	1623	758	333	3	229	1767	0	0	354	1158	0	89	220	1048	0	589	0	0	0	0	0	769	762	438	52	499	0	844	0	257	361	0	102	91	0	254	134	414	0	2666	0	0	324	1004	1087	1069	4	248	0	0	5	1312	0	854	298	1775	386	0	0	6302	0	313	0	742	0	0	8	0	365	0	1424	1174	0	145	0	8	40	467	0	1246	324	242	310	0	7	861	100	0	804	0	6723	0	356	0	0	67	550	1219	160	583	0
g__Oliverpabstia	0	37	94	44	502	0	0	173	190	43	0	0	0	0	0	191	1342	153	0	681	0	1472	0	92	316	0	758	0	62	0	0	3104	417	0	0	102	136	581	0	0	0	73	70	0	0	0	0	0	250	13	351	0	72	151	151	0	70	5456	0	218	0	0	0	0	0	0	0	0	149	1394	0	0	0	0	0	0	0	582	692	521	935	1279	0	0	0	257	406	216	0	0	65	0	197	0	0	0	167	0	0	339	191	0	0	0	89	156	289	0	0	0	0	136	497	0	0	0	0	0	200	69	0	0	0	204	0
g__Onthenecus	0	22	0	0	0	0	0	0	0	0	0	126	0	105	0	73	406	0	86	0	0	0	0	0	29	0	85	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	21	99	29	0	0	38	54	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	8	0	0	0	0	0	0	11	0	0	167	0	0	0	0	86	0	189	0	0	0	0	186	0	25	0	0	0	132	52	148	0	0	0	41	96	227	0	0	0	56	0	0	0	0	42	0	148	0	23	0	25	0	84	0
g__Otoolea	31	83	90	44	544	168	306	70	21	188	693	96	240	92	301	13	55	41	19	256	148	424	153	0	194	75	60	55	428	0	44	0	269	170	0	0	0	45	0	329	203	307	59	156	287	195	64	72	19	0	24	116	13	91	0	200	47	37	14	12	619	10	9	0	554	86	22	68	107	0	0	0	15	12	1230	422	0	75	0	388	55	69	633	106	530	151	398	84	62	444	44	25	122	0	105	0	25	13	702	430	558	469	170	15	44	23	102	77	93	0	252	85	270	65	597	0	208	0	140	101	230	95	147	130	26
g__Parabacteroides	0	74	6	240	187	172	689	190	128	172	363	217	884	398	334	35	19	83	57	130	747	5	30	12	0	443	176	0	681	0	241	0	804	6	2078	197	15	419	0	293	3	28	0	0	5356	855	567	370	20	20	110	39	0	0	44	0	101	0	4232	118	11	42	236	0	460	23	14	0	163	148	523	186	0	151	14	0	0	54	181	133	81	43	2	1315	0	61	119	664	1045	0	34	2	175	43	0	0	73	391	450	206	108	223	83	168	65	0	2	0	369	264	607	722	133	57	8	121	38	69	93	85	313	55	3955	174	434
g__Paraprevotella	0	32	0	0	0	0	0	395	0	253	0	0	0	0	0	0	0	8	0	0	330	0	0	0	35	0	123	0	0	0	0	0	0	61	0	0	0	0	0	22	0	18	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	54	0	0	0	0	0	0	0	0	729	0	0	0	0	0	221	0	174	0	0	0	0	0	0	0	0	0	685	0	75	119	0	0	0	416	0	0	1916	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0
g__Pararoseburia	0	0	147	0	0	0	38	24	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	68	0	40	0	0	0	0	0	49	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	18	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	31	0	0	0	0	0	0	47	0	273	0	0	0	0	0	0	0	0	0	0	0	0	7	0	14	0	0	204	0	65	0	374	0	0	0	6	12	0	0	0	0	0	11	0	0	0	0	0	0	11	0	30	0	11	0
g__Parasutterella	0	6	0	17	103	19	0	0	0	382	0	0	21	22	0	0	0	0	0	301	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	7	139	0	0	258	0	0	211	0	0	251	206	102	0	0	0	0	0	23	8	0	0	0	0	0	280	0	0	0	247	0	0	0	0	0	77	0	0	151	3554	382	0	0	0	0	61	1437	0	0	84	0	266	294	0	0	0	589	0	0	15	0	0	8	239	12	0	0	0	0	0	28	271	0	193	278	0	0	522	0	0	0	7	42	19	32	0	0	555	0	20
g__Pauljensenia	0	0	0	0	0	16	0	26	26	0	24	0	10	0	0	0	23	0	0	0	0	10	0	24	39	0	20	5	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	13	0	0	0	0	0	0	0	0	6	0	35	0	24	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	48	10	10	0	0	0	12	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	8
g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	279	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	687	37	0	0	0	0	0	0	0	0	0	0	0	0	0	2590	0	0	488	3	0	5	3	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	36	0	21	0	33	0	0	0	50	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	30	694	32	0	0	0	109	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	46	4	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Phascolarctobacterium	848	0	0	34	3203	1093	720	808	37	631	2120	17	683	115	910	0	45	0	0	3530	8	0	0	3	722	2	20	2	871	0	0	0	27	0	3442	0	0	317	0	1113	5	22	0	0	0	0	618	694	86	0	0	0	0	0	2	0	0	128	0	0	0	184	0	0	0	31	0	0	0	0	0	620	0	0	4	0	0	0	6	874	0	0	0	0	0	4	0	21	0	0	7	7	0	196	172	0	0	16	2911	0	0	1485	0	8	0	0	0	1964	0	770	0	28	4	0	235	0	0	0	0	0	0	592	0	1680	467
g__Phocaeicola	6100	129	0	1401	7133	1985	6537	2675	1139	1683	8878	1974	4320	738	3565	47	98	26	677	6540	1509	16	124	4	311	3552	453	18	5537	288	4261	3274	2238	881	4973	167	942	3488	65	3909	15	6332	8	19	15	17	3269	6250	1281	365	775	425	275	0	1848	5	0	790	14	1979	1858	1302	1517	1412	11368	4444	99	0	193	1541	6336	3473	22	2724	54	33	20	7889	13646	5385	5534	12785	0	8026	1743	500	1915	4228	3939	3732	191	1643	444	471	10	12	3462	4285	12726	8174	412	14099	432	1313	3581	2732	5305	8	0	7380	3127	1689	403	1581	87	2437	231	2225	440	3057	3761	599	2097	894	2227
g__Prevotella	208	0	12	0	0	15	0	5	0	9	0	7	7	0	0	16	120	30	0	3	0	22	0	19	15	27	0	0	0	0	0	0	923	439	7	0	0	0	0	0	0	0	0	0	0	0	0	164	0	192	0	37	164	0	0	0	0	14	0	129	0	0	0	8	0	14	0	0	14	11	0	26	0	0	0	0	0	5	0	0	0	0	0	6	0	58	0	0	0	605	41	0	240	0	0	0	92	699	0	4	384	5	80	0	0	0	0	0	0	0	0	0	146	0	0	0	0	4	0	0	0	0	0	9	0
g__Pseudobutyricicoccus	0	7	0	0	0	0	0	0	0	0	0	20	11	16	0	0	0	0	0	37	0	0	0	0	0	0	0	0	24	33	0	0	0	0	0	0	0	5	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	8	0	0	3	0	0	24	0	0	0	35	0	0	16	0	0	0	20	28	59	0	30	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	41	0	6	0	0	0	0	4	0
g__Pseudoflavonifractor_A	9	0	0	0	0	0	9	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	6	0	0	0	0	0	0	9	0	0	13	0	0	0	0	13	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	15	0	0	0	0	0	7	0	0	7	5	0	0	0
g__Pseudoscilispira	26	0	0	0	8	0	21	36	0	0	15	11	0	0	17	0	12	0	11	51	3	0	0	0	5	0	0	0	0	11	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	3	0	29	12	0	0	0	0	14	0	0	7	8	23	0	0	0	0	0	0	0	0	8	0	5	0	9	0	13	12	4	16	0	5	8	7	3	0	4	6	11	15	0	11	10	0	0	3	0	0	3	0	9	12	8	0	10	7	0	25	7	0	0	11	4	0	5	10
g__Roseburia	19	38	195	264	842	376	130	0	0	90	708	212	133	54	226	0	161	327	94	89	167	707	47	13	202	110	19	346	1796	668	340	817	627	430	0	0	106	27	36	415	179	0	12	203	225	12	955	522	69	136	293	107	78	437	142	1331	19	0	0	232	497	0	253	0	1440	0	9	0	421	0	46	204	0	163	0	0	0	3316	0	850	222	15	119	7	387	67	971	155	225	527	289	0	61	295	17	315	153	820	96	385	1788	1902	65	23	206	257	319	572	30	1164	177	721	211	192	0	358	158	190	17	544	0	264	28	461	88
g__Roseburia_D	0	99	0	18	29	533	0	44	0	62	0	38	0	30	0	0	0	0	33	0	0	0	0	0	0	0	58	0	19	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	7	21	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	28	0	0	0	0	0	181	0	0	0	179	0	0	129	0	0	0	0	0	0	0	176	13	0	0	0	226	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	44
g__Rothia	0	0	0	0	4	3	0	2	0	0	12	0	0	132	0	0	409	24	0	0	0	0	0	0	0	68	0	12	0	0	18	0	0	0	0	22	0	0	0	0	0	0	33	0	0	0	0	18	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	11	11	3	25	0	0	3	20	6	0	0	35	32	3	74	18	3	0	0	0	150	0	0	0	0	0	17	0	0	0	0	8	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	20	0	33	0	2	0	0	0	0	0	0	0
g__Ruminiclostridium_E	0	0	0	61	0	0	0	0	0	0	0	0	17	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2126	70	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	101	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	80	0	0	0	0	0	0	8	0	0	0	0	0	23	0	0	59	0	0	0	0	0	0	0	156	36	0	0	0	0	379	67	0	0	0	0	0	0	76	0
g__Ruminococcus_B	488	0	42	0	0	48	74	25	66	0	89	23	17	9	62	0	0	208	0	0	31	0	1812	96	36	172	0	376	24	545	1127	1699	0	1292	1800	0	14	198	2376	309	961	93	13	485	192	706	316	32	6	0	0	21	0	0	0	402	108	235	1705	6	0	64	335	1058	3073	324	1102	1814	0	437	9	24	13990	296	2572	330	4822	19	153	1733	84	699	4456	1150	787	0	180	395	226	44	20	266	38	19	303	130	55	201	338	0	0	0	193	306	20	0	0	1527	488	26	32	162	9	15	367	154	21	39	43	0	0	76	93	0	9
g__Ruminococcus_C	0	0	6	0	13	0	0	0	0	81	0	0	192	323	0	9	0	0	231	0	0	0	0	0	0	0	555	0	986	0	0	0	26	8	0	0	0	0	0	0	0	0	50	0	104	23	0	36	8	0	0	0	0	0	0	0	0	0	0	0	34	57	0	0	0	32	0	8	696	0	0	0	0	0	0	30	0	0	1000	0	0	0	0	0	0	0	8	0	5	0	0	18	26	0	62	0	0	0	0	0	5	954	0	0	148	0	48	0	0	0	0	36	7	11	0	129	78	41	0	511	0	0	15	111	0
g__Ruminococcus_E	0	353	0	2027	2220	752	612	3556	0	1376	0	1563	731	630	0	149	177	0	1029	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	287	0	0	0	0	0	1453	0	8	0	0	0	0	0	1611	0	0	0	0	4249	0	0	0	0	0	5	4	0	3	307	1803	0	0	2	0	0	1174	0	309	0	0	136	0	0	0	404	87	0	1905	0	0	0	802	0	0	0	703	595	0	0	0	635	0	0	995	2	3446	829	320	0	408	0	0	0	65	286
g__Ruthenibacterium	80	10	33	48	18	38	0	27	120	315	9	36	14	94	20	12	0	0	14	29	15	0	302	24	17	32	6	0	0	21	38	0	7	160	0	8	0	17	0	51	0	0	0	0	0	232	2	52	8	0	13	0	0	0	12	0	0	0	47	39	0	0	0	5	18	38	0	23	21	6	14	0	12	0	4	0	0	0	0	10	0	0	26	16	7	10	19	429	12	0	0	0	13	15	0	0	21	26	37	12	5	0	8	5	5	113	91	52	195	6	0	67	0	28	0	23	46	24	11	10	0	20	9	7	7
g__Sarcina	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	4	0	4	27	0	0	0	49	0	8	0	0	87	0	0	0	0	0	0	0	7	166	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	70	3	15	0	0	0	0	0	0	0	5	0	0	0	4	0	5	0	692	0	0	0	0	0	31	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	38	0	0	0
g__Schaedlerella	0	0	0	0	15	17	0	0	14	0	118	0	0	15	0	6	4	0	0	78	0	386	68	59	314	27	0	0	45	118	235	0	0	177	0	0	7	0	0	0	0	33	0	70	0	19	113	53	0	30	0	22	14	0	0	1595	0	54	0	87	0	0	41	41	0	90	95	37	12	0	0	31	0	0	0	0	0	0	0	0	0	0	0	153	331	25	0	19	57	49	0	25	0	17	10	0	40	0	24	9	35	0	61	39	13	0	0	48	15	23	0	33	18	26	759	0	0	17	0	0	25	35	10	66	12
g__Sellimonas	237	0	147	0	0	274	0	0	0	0	0	0	41	0	29	0	0	66	10	0	77	0	467	0	0	14	0	235	0	0	0	0	0	199	0	0	0	0	0	0	185	0	0	112	698	0	0	54	0	0	0	0	0	38	0	0	9	0	0	12	0	0	0	13	0	7	0	174	0	0	13	0	0	0	0	0	0	1292	318	0	0	15	0	86	0	0	0	0	0	0	0	136	0	0	0	81	34	0	0	0	0	0	0	0	0	0	0	35	2092	0	0	201	0	181	3	126	314	0	26	0	145	0	15	0	73
g__Streptococcus	49	47	8	309	38	502	19	133	156	265	271	298	620	3850	247	181	6683	247	321	163	94	365	342	200	5721	1986	499	1402	47	500	124	389	24	1444	26	454	1202	375	52	125	515	257	2152	429	202	62	404	2215	9	721	319	136	38	16	92	232	1427	0	2230	249	15	39	156	901	211	50	5647	46	443	779	164	36	68	13	4545	369	109	5761	592	145	229	828	573	5066	651	7	78	59	165	1005	15	37	231	1874	373	146	118	28	33	4	86	295	1362	217	433	234	275	55	368	192	121	63	226	1721	963	1553	1165	101	735	34	52	792	133	0	2430
g__Sutterella	0	9	0	63	718	54	165	0	5	0	304	0	0	0	21	0	0	0	4	0	34	0	0	0	0	0	6	0	187	0	155	18	0	8	0	0	0	15	3	314	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	135	0	212	0	0	13	0	0	0	0	2	28	0	0	0	0	0	13	632	0	1069	0	0	0	0	0	0	0	77	0	3	0	198	0	0	0	0	378	971	261	0	230	0	0	17	0	0	0	0	0	15	487	0	0	0	46	541	0	87	152	1519	93	0	0	219
g__Terrisporobacter	0	0	0	0	13	148	0	7	0	0	0	0	10	0	0	20	0	0	18	0	0	0	10	20	16	0	0	0	9	241	9	241	0	10	0	0	0	29	7	0	0	42	0	7	0	18	0	56	8	0	0	0	0	326	316	0	0	0	0	188	0	25	0	0	0	17	0	0	56	137	0	8	10	0	6	0	0	10	13	0	27	69	0	0	0	0	0	284	755	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	63	0	0	959	189	64	0	0	0	0	0	0	0	0
g__Thomasclavelia	64	0	7	0	7	23	40	31	0	0	0	8	4	0	0	0	0	26	0	55	5	93	1327	12	8	60	0	368	0	0	181	922	0	182	356	0	10	0	316	24	346	3	0	0	46	73	3	0	0	0	0	16	0	0	3	78	2	0	9	0	0	0	113	44	79	218	53	18	19	14	4	0	1178	52	318	94	1403	0	0	0	2	61	381	122	126	9	0	0	148	6	5	63	5	0	0	19	10	9	13	0	0	0	7	0	4	71	68	137	65	6	0	10	0	91	42	72	38	116	8	0	11	0	0	0	18
g__Turicibacter	0	14	0	225	2	64	0	8	0	23	14	0	13	0	0	166	0	0	35	0	5	0	59	7	0	738	37	4	0	0	0	0	0	307	0	10	0	12	151	0	0	26	0	4	0	0	4	21	0	6	143	0	0	59	34	0	10	284	0	236	0	79	0	134	89	0	0	0	32	53	10	0	0	0	9	0	6	13	332	5	46	200	3	0	0	0	4	0	500	21	2	33	126	0	25	4	0	29	22	0	0	0	0	0	0	0	0	0	5	5	0	91	0	197	25	48	131	0	0	91	0	55	4	0	0
g__Tyzzerella	0	0	0	0	0	0	0	0	0	102	62	82	0	175	0	11	0	0	7	0	152	0	58	0	0	142	43	0	0	0	0	0	0	0	0	0	0	92	0	55	32	0	171	0	0	0	0	0	38	0	0	4	0	205	0	0	10	29	0	0	0	62	0	0	0	0	0	88	107	0	0	312	0	2	0	0	0	0	0	1495	0	0	0	37	0	0	0	0	0	0	0	0	0	0	56	35	149	0	0	121	0	0	0	0	138	0	0	0	0	0	0	0	18	12	97	0	0	0	33	26	0	0	38	114	0
g__UBA3402	0	0	18	0	36	0	0	0	0	22	0	28	0	0	0	0	32	0	0	29	0	0	0	0	29	46	17	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	45	33	0	0	25	0	0	76	0	0	0	0	0	24	0	46	104	0	0	6	9	99	0	0	60	30	0	0	0	0	0	11	32	0	32	0	29	46	0	70
g__URXU01	0	0	0	0	0	0	5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1408	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	502	0	0	0	0	0	0	8	0	0	0	0	0	0	0	14	0	0	3	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1724	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	4	0
g__Veillonella	21	0	0	0	0	4	0	0	0	30	15	0	75	13	0	0	74	0	8	0	0	20	0	0	373	97	14	2907	0	0	9	74	0	1652	13	0	24	0	593	0	0	148	157	0	11	0	45	198	0	7	12	0	0	0	9	35	30	0	105	0	0	4	12	55	180	112	15	0	0	41	0	6	7	12	5884	2220	138	361	929	98	59	183	392	83	39	0	43	0	122	19	0	46	0	81	0	34	0	10	0	0	4	15	0	0	5	0	7	4	0	11	0	0	20	0	0	28	0	0	0	0	0	32	58	0	23
g__Vescimonas	0	0	0	0	61	364	69	67	0	273	10	127	164	79	20	0	172	13	100	132	62	0	0	0	25	9	32	0	110	18	0	0	43	95	0	58	52	0	0	0	0	0	0	0	0	0	0	0	15	0	166	3	0	0	0	0	33	0	0	330	145	0	190	0	0	235	0	0	79	8	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	32	73	33	0	134	46	0	339	0	0	0	17	31	405	19	53	33	179	0	54	17	7	0	0	56	13	0	5	0	0	14	1182	506	0	20	55	24	24	72	117
